time,measurement,field,value,application,batchId,configurationId,executionCounter,host,name,projectId,userId
2026-08-12 13:08:20+00:00,diskio,io_time,59,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop0,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,23,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop1,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,318,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop2,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop3,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,49876,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,nvme0n1,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,57048,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,nvme0n1p1,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,127,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,nvme0n1p14,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,130,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,nvme0n1p15,ranking,benchANT
2026-08-12 13:08:20+00:00,diskio,io_time,134,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,nvme0n1p16,ranking,benchANT
2026-08-12 13:08:30+00:00,diskio,io_time,59,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop0,ranking,benchANT
2026-08-12 13:08:30+00:00,diskio,io_time,23,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop1,ranking,benchANT
2026-08-12 13:08:30+00:00,diskio,io_time,318,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop2,ranking,benchANT
2026-08-12 13:08:30+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-xlarge-xlarge-aws,1,ip-172-31-19-39,loop3,ranking,benchANT
