/binary/tsbs/bin/tsbs_generate_data --initial-scale=0 --scale=1000 --seed=123 --timestamp-start=2022-07-25T00:00:00Z --timestamp-end=2022-07-28T00:00:00Z --use-case=devops --log-interval=10s --format=kaiwudb | gzip > /binary/tsbs/bin/data.gz  && cat /binary/tsbs/bin/data.gz | gunzip | /binary/tsbs/bin/tsbs_load_kaiwudb --host=172.31.18.234 --port=36257  --insert-type=prepare --batch-size=1000 --hash-workers=true --seed=123 --reporting-period=10s --workers=100
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1732270355,5437977.60,5.438012E+07,5437977.60,484696.93,4.847000E+06,484696.93
1732270365,9217064.71,1.465507E+08,7327514.90,821300.24,1.306000E+07,652998.03
1732270375,7699747.44,2.235486E+08,7451592.59,686096.48,1.992100E+07,664030.86
1732270385,2074949.18,2.442997E+08,6107356.38,184885.49,2.177000E+07,544237.80
1732270395,1027319.96,2.545726E+08,5091391.02,91602.67,2.268600E+07,453714.51
1732270405,1583892.42,2.704107E+08,4506840.08,141107.61,2.409700E+07,401616.23
1732270415,1122159.83,2.816330E+08,4023289.61,99993.93,2.509700E+07,358525.12
1732270425,1089187.91,2.925251E+08,3656523.47,97098.03,2.606800E+07,325846.43
1732270435,2617729.14,3.187004E+08,3541110.85,233217.83,2.840000E+07,315555.17
1732270445,1890863.32,3.376089E+08,3376086.93,168500.74,3.008500E+07,300849.80
1732270455,2390455.59,3.615149E+08,3286479.39,212987.58,3.221500E+07,292861.90
1732270465,6765393.65,4.291649E+08,3576372.15,602934.46,3.824400E+07,318699.79
1732270475,8929124.12,5.184561E+08,3988121.53,795601.08,4.620000E+07,355384.44
1732270485,8732260.33,6.057788E+08,4326988.85,778198.96,5.398200E+07,385585.50
1732270495,8847366.43,6.942524E+08,4628347.12,788300.22,6.186500E+07,412433.12
1732270505,8897704.27,7.832294E+08,4895181.50,792801.00,6.979300E+07,436206.08
1732270515,8856118.82,8.717905E+08,5128177.71,789300.07,7.768600E+07,456976.30
1732270525,8809194.51,9.598826E+08,5332678.93,784898.53,8.553500E+07,475194.23
1732270535,8796791.28,1.047850E+09,5515000.22,783801.54,9.337300E+07,491436.68
1732270545,8843564.88,1.136286E+09,5681428.38,788200.08,1.012550E+08,506274.85
1732270555,9197714.77,1.228263E+09,5848870.69,819599.27,1.094510E+08,521195.07
1732270565,9083811.55,1.319101E+09,5995913.38,809400.14,1.175450E+08,534295.29
1732270575,8696196.54,1.406063E+09,6113316.91,774900.40,1.252940E+08,544756.37
1732270585,8747693.85,1.493540E+09,6223082.69,779399.18,1.330880E+08,554533.16
1732270595,8429106.50,1.577831E+09,6311323.53,751200.76,1.406000E+08,562399.86
1732270605,8526709.40,1.663102E+09,6396534.00,759869.02,1.481990E+08,569995.12
1732270615,8862751.66,1.751726E+09,6487871.63,789732.40,1.560960E+08,578133.20
1732270625,4651550.07,1.798243E+09,6422285.97,414381.92,1.602400E+08,572284.70
1732270635,8737683.01,1.885616E+09,6502123.91,778732.35,1.680270E+08,579403.29
1732270645,6035815.41,1.945980E+09,6486578.99,537853.34,1.734060E+08,578018.17
1732270655,4311541.44,1.989092E+09,6416422.60,384133.36,1.772470E+08,571764.37
1732270665,3425803.33,2.023350E+09,6322965.89,305300.39,1.803000E+08,563437.38
1732270675,8567793.55,2.109028E+09,6390991.73,763391.05,1.879340E+08,569496.65
1732270685,8770306.29,2.196731E+09,6460970.81,781608.31,1.957500E+08,575735.16
1732270695,8888297.53,2.285613E+09,6530322.87,792001.29,2.036700E+08,581914.18
1732270705,8967874.12,2.375294E+09,6598033.86,799084.95,2.116610E+08,587946.81
1732270715,8319717.41,2.458490E+09,6644565.12,741411.44,2.190750E+08,592094.44
1732270725,8959020.11,2.548080E+09,6705471.63,798302.42,2.270580E+08,597520.95

Summary:
loaded 2617920000 metrics in 389.515sec with 100 workers (mean rate 6720972.66 metrics/sec)
loaded 233280000 rows in 389.515sec with 100 workers (mean rate 598898.55 rows/sec)
