/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_iotdb --host 172.31.20.76 --user stackit --password PjjeGSGKUBOzG9duX0C3VtQD6BU33qoECMqY2MmF7feQx7v0j7flv3tlyeOer3lu --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
2023/09/14 10:25:37 tsbs_load_iotdb target: 172.31.20.76:6667, no timeout for session opening check. Loading with 50 workers.
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1694687147,3475548.67,3.475900E+07,3475548.67,310368.63,3.104000E+06,310368.63
1694687157,0.00,3.475900E+07,1737917.54,0.00,3.104000E+06,155197.10
1694687167,0.00,3.475900E+07,1158587.17,0.00,3.104000E+06,103462.54
1694687177,0.00,3.475900E+07,868965.63,0.00,3.104000E+06,77599.16
1694687187,1712596.37,5.188500E+07,1037690.61,153699.67,4.641000E+06,92819.16
1694687197,499808.35,5.688300E+07,948045.49,44600.75,5.087000E+06,84782.93
1694687207,552793.63,6.241100E+07,891580.61,47799.45,5.565000E+06,79499.55
1694687217,1468936.49,7.710000E+07,963748.17,131403.26,6.879000E+06,85987.34
1694687227,1544582.12,9.254600E+07,1028285.83,137598.41,8.255000E+06,91721.95
1694687237,992199.02,1.024680E+08,1024677.15,89399.91,9.149000E+06,91489.75
1694687247,877806.24,1.112460E+08,1011325.37,77700.55,9.926000E+06,90236.19
1694687257,1451790.44,1.257640E+08,1048030.95,130499.14,1.123100E+07,93591.45
1694687267,2210729.24,1.478710E+08,1137468.00,196602.60,1.319700E+07,101515.28
1694687277,1930383.88,1.671750E+08,1194105.23,170498.58,1.490200E+07,106442.69
1694687287,1651700.96,1.836920E+08,1224611.55,147700.09,1.637900E+07,109193.17
1694687297,1488106.93,1.985730E+08,1241079.92,133700.62,1.771600E+07,110724.88
1694687307,945389.06,2.080270E+08,1223686.17,84399.02,1.856000E+07,109176.29
1694687317,949602.20,2.175230E+08,1208459.34,84600.20,1.940600E+07,107810.95
1694687327,1866311.92,2.361860E+08,1243082.90,165401.06,2.106000E+07,110841.99
1694687337,2136099.35,2.575470E+08,1287733.69,190399.94,2.296400E+07,114819.88
1694687347,1512383.30,2.726710E+08,1298431.39,134598.51,2.431000E+07,115761.73
1694687357,1588686.97,2.885580E+08,1311624.91,141498.84,2.572500E+07,116931.61
1694687367,2047452.40,3.090320E+08,1343616.58,183104.69,2.755600E+07,119808.62
1694687377,1043296.55,3.194650E+08,1331103.21,92999.69,2.848600E+07,118691.58
1694687387,3079608.49,3.502610E+08,1401043.19,273400.75,3.122000E+07,124879.93
1694687397,1505097.66,3.653120E+08,1405045.29,135999.79,3.258000E+07,125307.61
1694687407,1492699.01,3.802390E+08,1408291.72,132099.91,3.390100E+07,125559.18
1694687417,2023597.94,4.004750E+08,1430266.95,179499.82,3.569600E+07,127485.63
1694687427,2011304.83,4.205880E+08,1450302.68,180500.43,3.750100E+07,129313.72
1694687437,989660.28,4.304850E+08,1434947.35,87596.48,3.837700E+07,127923.10
1694687447,2248693.29,4.529710E+08,1461196.11,201508.36,4.039200E+07,130296.72
1694687457,1138799.58,4.643590E+08,1451121.22,100299.96,4.139500E+07,129359.32
1694687467,1200994.86,4.763690E+08,1443541.61,107199.54,4.246700E+07,128687.81
1694687477,1967910.14,4.960490E+08,1458964.89,174392.04,4.421100E+07,130032.11
1694687487,1503367.52,5.110820E+08,1460233.48,135106.07,4.556200E+07,130177.07
1694687497,1814193.21,5.292250E+08,1470066.25,160990.52,4.717200E+07,131033.05
1694687507,1598468.18,5.452100E+08,1473536.63,143297.15,4.860500E+07,131364.52
1694687517,1509400.02,5.603030E+08,1474480.34,135108.95,4.995600E+07,131463.05
1694687527,1839411.33,5.786970E+08,1483837.48,161801.00,5.157400E+07,132240.94
1694687537,1484907.03,5.935460E+08,1483864.22,132800.63,5.290200E+07,132254.93
1694687547,1627511.27,6.098210E+08,1487367.78,146201.01,5.436400E+07,132595.08
1694687557,2185791.05,6.316790E+08,1503996.97,193999.21,5.630400E+07,134057.08
1694687567,912303.60,6.408020E+08,1490236.72,81900.32,5.712300E+07,132844.14
1694687577,1137398.93,6.521760E+08,1482217.67,101499.90,5.813800E+07,132131.77
1694687587,1634293.17,6.685190E+08,1485597.14,145299.39,5.959100E+07,132424.39
1694687597,1297997.23,6.814990E+08,1481518.87,115299.75,6.074400E+07,132052.11
1694687607,1901307.58,7.005120E+08,1490450.51,169800.68,6.244200E+07,132855.27
1694687617,1093103.16,7.114430E+08,1482172.47,96800.28,6.341000E+07,132104.13
1694687627,1846246.27,7.299060E+08,1489602.75,164895.20,6.505900E+07,132773.35
1694687637,1467209.58,7.445780E+08,1489154.89,131000.86,6.636900E+07,132737.90
1694687647,1562088.66,7.602000E+08,1490585.07,139590.05,6.776500E+07,132872.27
1694687657,1822366.06,7.784220E+08,1496964.89,161214.69,6.937700E+07,133417.26
1694687667,1226089.96,7.906840E+08,1491853.59,110590.07,7.048300E+07,132986.52
1694687677,1456629.06,8.052500E+08,1491201.30,129502.58,7.177800E+07,132922.01
1694687687,1618010.57,8.214370E+08,1493507.88,143338.92,7.321200E+07,133111.49
1694687697,1215642.96,8.335880E+08,1488548.23,107447.99,7.428600E+07,132653.41
1694687707,2057792.87,8.541650E+08,1498534.52,184908.34,7.613500E+07,133570.13
1694687717,1365100.46,8.678170E+08,1496233.77,122391.08,7.735900E+07,133377.37
1694687727,1533971.64,8.831560E+08,1496873.37,135206.31,7.871100E+07,133408.37
1694687737,1564948.93,8.988050E+08,1498007.92,139004.35,8.010100E+07,133501.63
1694687747,1347987.86,9.122850E+08,1495548.56,120198.92,8.130300E+07,133283.55
1694687757,1280111.12,9.250860E+08,1492073.79,114901.00,8.245200E+07,132987.06
1694687767,2493098.08,9.500170E+08,1507963.07,221599.83,8.466800E+07,134393.61
1694687777,2020903.81,9.702260E+08,1515977.76,180600.34,8.647400E+07,135115.59
1694687787,1824284.84,9.884700E+08,1520721.23,163389.69,8.810800E+07,135550.61
1694687797,1637204.88,1.004841E+09,1522486.03,144809.28,8.955600E+07,135690.88
1694687807,1151998.77,1.016361E+09,1516956.36,102399.89,9.058000E+07,135194.00
1694687817,1341702.29,1.029778E+09,1514379.10,119800.20,9.177800E+07,134967.62
1694687827,1709895.79,1.046877E+09,1517212.68,153299.62,9.331100E+07,135233.30
1694687837,2127979.35,1.068157E+09,1525938.00,188298.17,9.519400E+07,135991.38
1694687847,1566918.30,1.083827E+09,1526515.22,140092.70,9.659500E+07,136049.15
1694687857,1984053.07,1.103667E+09,1532869.73,177604.75,9.837100E+07,136626.29
1694687867,790729.71,1.111574E+09,1522703.82,70102.63,9.907200E+07,135715.04
1694687877,1555572.37,1.127130E+09,1523147.99,137697.55,1.004490E+08,135741.83
1694687887,2128114.25,1.148411E+09,1531214.15,190601.28,1.023550E+08,136473.29
1694687897,1168295.64,1.160094E+09,1526438.89,103399.61,1.033890E+08,136038.11
1694687907,1463607.50,1.174731E+09,1525622.85,129791.80,1.046870E+08,135956.98
1694687917,1139483.44,1.186125E+09,1520672.71,102207.48,1.057090E+08,135524.33
1694687927,2169513.49,1.207822E+09,1528886.58,193483.37,1.076440E+08,136258.05
1694687937,1129525.17,1.219117E+09,1523894.68,100702.24,1.086510E+08,135813.61
1694687947,926856.40,1.228385E+09,1516524.29,83605.09,1.094870E+08,135169.10
1694687957,1351093.32,1.241897E+09,1514506.68,120390.49,1.106910E+08,134988.86
1694687967,2115245.24,1.263048E+09,1521743.99,187212.85,1.125630E+08,135618.02
1694687977,1210221.59,1.275150E+09,1518035.46,108201.93,1.136450E+08,135291.64
1694687987,1388850.09,1.289039E+09,1516515.58,122595.59,1.148710E+08,135142.27
1694687997,1591596.69,1.304956E+09,1517388.67,142790.73,1.162990E+08,135231.21
1694688007,1765566.52,1.322610E+09,1520241.02,157514.86,1.178740E+08,135487.32
1694688017,1176414.39,1.334375E+09,1516333.62,106092.28,1.189350E+08,135153.27
1694688027,1041063.64,1.344785E+09,1510993.83,91805.61,1.198530E+08,134666.24
1694688037,1679515.75,1.361580E+09,1512866.28,149301.40,1.213460E+08,134828.85
1694688047,1147001.78,1.373050E+09,1508845.80,101700.16,1.223630E+08,134464.80
1694688057,1036944.69,1.383420E+09,1503716.17,92495.07,1.232880E+08,134008.59
1694688067,2330922.07,1.406728E+09,1512610.39,208610.93,1.253740E+08,134810.72
1694688077,1295304.53,1.419681E+09,1510298.63,114900.40,1.265230E+08,134598.91
1694688087,1357034.40,1.433252E+09,1508685.25,121694.12,1.277400E+08,134463.06
1694688097,1597772.91,1.449229E+09,1509613.20,141906.48,1.291590E+08,134540.59
1694688107,699100.21,1.456220E+09,1501257.40,62100.02,1.297800E+08,133793.79
1694688117,1903383.25,1.475255E+09,1505360.98,169089.63,1.314710E+08,134153.97
1694688127,1610004.81,1.491354E+09,1506417.92,143809.36,1.329090E+08,134251.49
