/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_iotdb --host 172.31.30.170 --user stackit --password PjjeGSGKUBOzG9duX0C3VtQD6BU33qoECMqY2MmF7feQx7v0j7flv3tlyeOer3lu --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
2023/08/10 09:12:11 tsbs_load_iotdb target: 172.31.30.170:6667, no timeout for session opening check. Loading with 50 workers.
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1691658741,3822489.17,3.822800E+07,3822489.17,341272.25,3.413000E+06,341272.25
1691658751,0.00,3.822800E+07,1911323.66,0.00,3.413000E+06,170643.18
1691658761,0.00,3.822800E+07,1274214.19,0.00,3.413000E+06,113761.98
1691658771,0.00,3.822800E+07,955669.02,0.00,3.413000E+06,85322.23
1691658781,0.00,3.822800E+07,764545.01,0.00,3.413000E+06,68258.66
1691658791,2296935.70,6.119800E+07,1019945.24,205594.24,5.469000E+06,91148.09
1691658801,394616.94,6.514400E+07,930617.52,35401.52,5.823000E+06,83184.73
1691658811,1108289.09,7.622800E+07,952828.18,97590.23,6.799000E+06,84985.55
1691658821,1306727.52,8.929400E+07,992146.12,117211.44,7.971000E+06,88565.82
1691658831,715096.38,9.644500E+07,964441.26,63899.68,8.610000E+06,86099.22
1691658841,725905.90,1.037040E+08,942756.56,65000.53,9.260000E+06,84181.19
1691658851,717792.06,1.108820E+08,924009.46,63899.29,9.899000E+06,82491.02
1691658861,814510.44,1.190270E+08,915586.62,72300.93,1.062200E+07,81707.18
1691658871,2020592.80,1.392330E+08,994515.44,179899.36,1.242100E+07,88720.89
1691658881,2108209.12,1.603150E+08,1068760.97,187300.81,1.429400E+07,95292.83
1691658891,1717396.70,1.774890E+08,1109300.57,153499.70,1.582900E+07,98930.74
1691658901,1111784.94,1.886070E+08,1109446.71,99498.65,1.682400E+07,98964.15
1691658911,864999.12,1.972570E+08,1095866.35,77399.92,1.759800E+07,97766.14
1691658921,741766.82,2.046750E+08,1077228.84,65797.06,1.825600E+07,96083.50
1691658931,559192.63,2.102670E+08,1051326.88,49799.34,1.875400E+07,93769.28
1691658941,822757.61,2.184940E+08,1040443.44,72905.11,1.948300E+07,92775.82
1691658951,1364427.05,2.321570E+08,1055189.21,121233.58,2.069700E+07,94071.04
