time,measurement,field,value,application,batchId,configurationId,device,executionCounter,fstype,host,mode,path,projectId,userId
2026-08-12 09:35:50+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,efivarfs,1,efivarfs,ip-172-31-25-22,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:35:50+00:00,disk,free,94569709568.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p1,1,ext4,ip-172-31-25-22,rw,/,ranking,benchANT
2026-08-12 09:35:50+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p15,1,vfat,ip-172-31-25-22,rw,/boot/efi,ranking,benchANT
2026-08-12 09:35:50+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p16,1,ext4,ip-172-31-25-22,rw,/boot,ranking,benchANT
2026-08-12 09:36:00+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,efivarfs,1,efivarfs,ip-172-31-25-22,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:36:00+00:00,disk,free,94569361408.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p1,1,ext4,ip-172-31-25-22,rw,/,ranking,benchANT
2026-08-12 09:36:00+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p15,1,vfat,ip-172-31-25-22,rw,/boot/efi,ranking,benchANT
2026-08-12 09:36:00+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p16,1,ext4,ip-172-31-25-22,rw,/boot,ranking,benchANT
2026-08-12 09:36:10+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,efivarfs,1,efivarfs,ip-172-31-25-22,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:36:10+00:00,disk,free,94568423424.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p1,1,ext4,ip-172-31-25-22,rw,/,ranking,benchANT
2026-08-12 09:36:10+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p15,1,vfat,ip-172-31-25-22,rw,/boot/efi,ranking,benchANT
2026-08-12 09:36:10+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ee-xsmall-small-aws,nvme0n1p16,1,ext4,ip-172-31-25-22,rw,/boot,ranking,benchANT
