/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format victoriametrics --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format victoriametrics --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_victoriametrics --urls http://172.31.23.225:8428/write --db-name benchdb --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659956369,1435386.20,1.436800E+07,1435386.20,128573.36,1.287000E+06,128573.36
1659956379,2042281.38,3.479000E+07,1738678.37,181907.25,3.106000E+06,155226.65
1659956389,2016824.79,5.496000E+07,1831370.01,180184.35,4.908000E+06,163543.74
1659956399,2064810.20,7.560700E+07,1889712.67,183709.80,6.745000E+06,168583.76
1659956409,1979125.54,9.539800E+07,1907591.56,175802.27,8.503000E+06,170027.16
1659956419,2070484.49,1.161030E+08,1934736.18,184998.61,1.035300E+07,172522.02
1659956429,1958600.41,1.356890E+08,1938144.88,174400.04,1.209700E+07,172790.27
1659956439,2082359.62,1.565140E+08,1956170.60,185387.50,1.395100E+07,174364.82
1659956449,1991325.94,1.764260E+08,1960076.08,177211.21,1.572300E+07,174681.03
1659956459,2080233.79,1.972290E+08,1972091.02,185694.09,1.758000E+07,175782.26
1659956469,1806748.06,2.152960E+08,1957061.58,161004.28,1.919000E+07,174438.97
1659956479,1795854.42,2.332550E+08,1943628.44,159895.94,2.078900E+07,173227.12
1659956489,1946162.95,2.527170E+08,1943823.39,173396.70,2.252300E+07,173240.16
1659956499,2103953.37,2.737550E+08,1955259.63,187313.65,2.439600E+07,174245.27
1659956509,1964975.13,2.934050E+08,1955907.30,175697.78,2.615300E+07,174342.10
1659956519,2145021.19,3.148560E+08,1967726.61,190692.99,2.806000E+07,175364.00
1659956529,1954227.53,3.343980E+08,1966932.60,174102.45,2.980100E+07,175289.80
1659956539,2090092.03,3.552980E+08,1973774.13,186708.22,3.166800E+07,175924.10
1659956549,2066384.19,3.759630E+08,1978648.36,183589.71,3.350400E+07,176327.55
