/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_questdb --url http://172.31.24.240:9000 --ilp-bind-to 172.31.24.240:9009 --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1660828929,2769440.39,2.778300E+07,2769440.39,249202.78,2.500000E+06,249202.78
1660828939,2724541.10,5.502800E+07,2747026.76,242703.66,4.927000E+06,245958.44
1660828949,2416457.65,7.919300E+07,2636952.60,215496.22,7.082000E+06,235815.01
1660828959,2642178.96,1.056150E+08,2638258.15,235398.13,9.436000E+06,235710.87
1660828969,2598322.53,1.315980E+08,2630276.21,231402.01,1.175000E+07,234849.66
1660828979,2565553.84,1.572530E+08,2619495.08,228804.80,1.403800E+07,233842.74
1660828989,2748589.44,1.847380E+08,2637928.25,244907.97,1.648700E+07,235422.72
1660828999,2580915.35,2.105470E+08,2630804.48,230001.37,1.878700E+07,234745.32
1660829009,2716802.88,2.377160E+08,2640356.82,242091.35,2.120800E+07,235561.29
1660829019,2585896.27,2.635740E+08,2634912.68,230108.57,2.350900E+07,235016.21
1660829029,2652309.78,2.900990E+08,2636493.89,236483.04,2.587400E+07,235149.53
1660829039,2524301.58,3.153400E+08,2627147.71,224917.96,2.812300E+07,234297.19
1660829049,2727670.08,3.426190E+08,2634878.94,243079.51,3.055400E+07,234972.64
1660829059,2575697.74,3.683740E+08,2630652.98,229517.62,3.284900E+07,234583.11
1660829069,2659756.70,3.949730E+08,2632592.92,237187.22,3.522100E+07,234756.69
1660829079,2555521.38,4.205270E+08,2627777.13,227610.81,3.749700E+07,234310.18
1660829089,2763667.35,4.481640E+08,2635769.28,246197.09,3.995900E+07,235009.29
1660829099,2516603.64,4.733290E+08,2629150.39,224309.24,4.220200E+07,234414.97
1660829109,2655545.04,4.998850E+08,2630539.38,236495.11,4.456700E+07,234524.44
1660829119,2507719.92,5.249630E+08,2624399.18,223592.86,4.680300E+07,233977.93
