Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,830,830.000,3449,27776,88821,89599,114442,160249,184606,316924,1853306
1,896,896.000,3846,30763,74513,84784,114519,165146,196131,361283,1549687
2,1127,1127.000,3490,34718,51758,64051,78626,118396,148032,232998,955189
3,999,999.000,3501,27486,55312,81802,109899,201189,245587,285419,577515
4,1538,1538.000,3382,21609,38646,45442,54719,83834,97040,179713,1002089
5,1282,1282.000,3318,33856,54538,56330,70233,94197,111965,148007,767767
6,1630,1630.000,3302,29897,39974,45569,54519,76147,94335,134056,391316
7,1974,1974.000,3258,23801,35381,38191,48329,61131,77791,104037,483430
8,2070,2070.000,2878,21523,33061,36172,46529,59807,78227,97152,394095
9,1425,1425.000,3116,18537,29340,57367,42231,253019,317381,342066,491304
10,1805,1805.000,3023,16461,24519,37167,37236,46917,79447,282814,330737
11,1988,1988.000,3033,15536,23739,45507,36956,67865,286880,315627,350323
12,1676,1676.000,2941,15278,23430,35599,36124,47704,79054,257493,298944
13,2133,2133.000,2848,16109,22526,35178,35620,44359,69969,305698,336261
14,2010,2010.000,2910,16802,25642,37306,37403,50416,73498,288493,396032
15,2076,2076.000,2745,15735,26099,35786,37665,54509,76952,266193,302696
16,1724,1724.000,2701,24126,33988,44383,45528,63132,103417,258029,315427
17,1832,1832.000,2897,15242,28361,39989,42206,67210,90637,269437,407841
18,1490,1490.000,2745,16165,36248,51561,55291,76614,304734,338165,375481
19,861,861.000,3033,26658,41953,86373,60518,312801,323665,359732,379372
20,1282,1282.000,2952,29273,41617,58190,54398,74784,316815,341673,367118
21,1062,1062.000,2860,28069,39919,77334,53853,308612,323566,347008,416309
22,1285,1285.000,2861,23870,36324,52745,48687,73385,315256,334966,364643
23,1596,1596.000,2868,18254,30801,57073,42594,80807,312556,348074,431186
24,1212,1212.000,3007,20302,30648,48804,45224,65545,297353,322120,398655
25,1968,1968.000,2836,17563,27557,37988,39843,49125,74408,280850,330944
26,1563,1563.000,2641,18230,28142,56545,44422,109709,301067,329328,396683
27,1404,1404.000,2985,17586,27396,45293,40841,62315,320104,341877,380276
28,2118,2118.000,2750,16217,24912,34454,37420,46873,71464,253263,289225
29,1897,1897.000,2851,16858,25868,39340,38702,52226,76814,315841,353824
30,1833,1833.000,2547,18200,27310,41050,40805,52789,76199,328957,378673
31,2002,2002.000,2634,17098,24671,37438,36855,47103,70550,322438,361093
32,1723,1723.000,2719,17982,29762,43721,43866,67418,102845,318982,352777
33,1411,1411.000,2802,27696,34711,53274,50320,76081,306366,327276,381668
34,1309,1309.000,2697,29126,43398,56752,59631,80924,284355,314237,374977
35,1988,1988.000,2726,25354,34275,45046,48937,71299,91044,263532,410478
36,1664,1664.000,2972,23111,31678,36272,45921,60487,76293,91226,167749
37,1629,1629.000,2910,25927,33197,45937,46499,70042,121100,257349,357073
38,1848,1848.000,2671,13750,30015,40692,45249,64418,93050,267028,301896
39,1178,1178.000,2745,21098,33455,66540,56513,268519,305472,332062,390577
40,1406,1406.000,2919,25918,37654,61387,53499,89119,305382,335384,430801
41,1104,1104.000,2816,20451,30431,54718,43505,80935,294395,311739,344422
42,1562,1562.000,2911,22306,31961,48371,46757,62491,153821,347355,391191
43,1209,1209.000,2797,19006,28383,61585,41516,292475,304259,325843,345009
44,1617,1617.000,2831,20220,30753,46160,44536,57890,89897,344043,406421
45,1811,1811.000,2629,18190,27905,50331,41517,74009,262238,338822,421247
46,1273,1273.000,2953,17978,28560,45531,41497,65073,288934,312578,358337
47,1784,1784.000,2656,18172,29365,42549,42371,53866,86051,334176,400654
48,1911,1911.000,2660,17528,27046,39353,39553,49866,75184,315640,354088
49,1909,1909.000,2821,17018,26673,39595,39565,51837,81176,303965,360490
50,1829,1829.000,2651,15420,25381,47911,37265,69746,297215,325188,385924
51,1736,1736.000,2780,15167,24359,38395,35151,45205,76766,330042,397114
52,2009,2009.000,2744,14306,22709,34708,34470,43223,71427,298349,339236
53,1856,1856.000,2736,17769,24762,40472,36592,44992,71690,389216,423980
54,1773,1773.000,2757,29507,42906,51386,57147,74305,103416,277516,332526
55,1523,1523.000,2798,29085,34655,39286,46513,61150,75559,93479,180889
56,1419,1419.000,2766,28947,41295,52532,50323,72194,286609,317125,422686
57,1673,1673.000,2873,23953,32398,44501,45276,63050,92463,269972,321916
58,2147,2147.000,2651,14893,25771,35047,38302,50794,75647,250431,295726
59,1914,1914.000,2796,29142,37592,39342,46606,60028,73124,103045,180270
60,1996,1996.000,2757,12709,24714,37259,39333,66078,81444,276744,329665
61,950,950.000,2801,24191,42693,79217,60599,276064,329998,338576,352412
62,1275,1275.000,2890,25786,38912,68202,53282,273148,315079,330241,369253
63,1195,1195.000,2704,23590,34452,52915,46990,70742,315682,338272,372036
64,1503,1503.000,2738,20896,33455,61288,46451,125579,323319,349009,397172
65,1038,1038.000,2807,23807,35358,55805,50109,82475,302253,326767,351728
66,1758,1758.000,2762,18600,29367,41958,41706,54834,84047,319024,362273
67,1698,1698.000,2777,18592,28837,53809,43555,76857,266336,364066,405325
68,1318,1318.000,2773,17941,27749,45396,42108,56055,297757,314837,347929
69,2167,2167.000,2666,16902,23542,34158,37399,45042,72693,261018,308839
70,2105,2105.000,2749,17088,25393,36473,37940,47243,74040,260829,349284
71,1672,1672.000,2564,15212,24149,45778,35834,67408,253816,316843,321642
72,1900,1900.000,2762,16006,24783,37780,37230,45978,73101,315491,359797
73,2325,2325.000,2685,15507,22167,32140,34880,42919,69595,256689,488787
74,1878,1878.000,2727,15762,25735,40213,39373,50950,78777,352647,400994
75,1833,1833.000,2859,16702,24738,40515,38767,51629,82232,346981,382505
76,2000,2000.000,2806,17720,24620,37543,37451,46052,74629,315432,361768
77,1833,1833.000,2734,18684,29824,41343,43819,60751,89154,280399,406644
78,1664,1664.000,2885,17936,30564,44480,44880,67927,103978,290324,348917
79,1915,1915.000,2663,16298,30446,41590,45098,69727,91657,273356,326859
80,2063,2063.000,2844,22141,31515,34150,45074,56516,66169,91826,146407
81,1466,1466.000,2915,26786,34886,51790,50620,82977,268625,302495,340393
82,1388,1388.000,2950,27229,36172,53918,56609,92534,279519,320643,382141
