/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_iotdb --host 172.31.20.217 --user stackit --password PjjeGSGKUBOzG9duX0C3VtQD6BU33qoECMqY2MmF7feQx7v0j7flv3tlyeOer3lu --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
2023/09/14 08:07:17 tsbs_load_iotdb target: 172.31.20.217:6667, no timeout for session opening check. Loading with 100 workers.
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1694678847,9921670.49,9.922000E+07,9921670.49,884270.63,8.843000E+06,884270.63
1694678857,36299.43,9.958300E+07,4979028.16,3299.95,8.876000E+06,443789.14
1694678867,0.00,9.958300E+07,3319413.86,0.00,8.876000E+06,295864.93
1694678877,0.00,9.958300E+07,2489551.17,0.00,8.876000E+06,221897.88
1694678887,2355419.93,1.231370E+08,2462725.31,210801.78,1.098400E+07,219678.69
1694678897,1594129.49,1.390780E+08,2317962.29,143302.65,1.241700E+07,206949.61
1694678907,3385407.83,1.729320E+08,2470453.96,300800.70,1.542500E+07,220356.86
1694678917,2755288.76,2.004850E+08,2506058.39,245899.00,1.788400E+07,223549.63
1694678927,2429715.11,2.247820E+08,2497575.87,216801.35,2.005200E+07,222799.83
1694678937,3603392.50,2.608160E+08,2608157.66,320299.33,2.325500E+07,232549.79
1694678947,7986811.66,3.406840E+08,3097125.16,712401.04,3.037900E+07,276172.54
1694678957,4273774.69,3.834220E+08,3195179.76,381097.74,3.419000E+07,284916.35
1694678967,3664197.57,4.200660E+08,3231259.85,327081.93,3.746100E+07,288160.02
1694678977,4068449.13,4.607480E+08,3291055.39,362122.17,4.108200E+07,293442.70
1694678987,2953111.98,4.902810E+08,3268524.51,262383.29,4.370600E+07,291371.95
1694678997,4653544.49,5.368180E+08,3355090.58,414886.14,4.785500E+07,299091.80
1694679007,4100489.19,5.778190E+08,3398933.37,366334.77,5.151800E+07,303046.89
1694679017,3713320.49,6.149520E+08,3416399.22,333201.84,5.485000E+07,304722.15
1694679027,4871900.60,6.636710E+08,3493004.53,430800.05,5.915800E+07,311357.83
1694679037,5924675.90,7.229400E+08,3614631.44,527901.83,6.443900E+07,322188.89
1694679047,4129246.53,7.642170E+08,3639127.73,369438.37,6.813200E+07,324438.02
1694679057,4074098.36,8.049580E+08,3658899.13,367099.85,7.180300E+07,326377.20
1694679067,3610988.47,8.410680E+08,3656816.05,321198.97,7.501500E+07,326152.05
1694679077,3871998.25,8.797880E+08,3665781.98,343099.85,7.844600E+07,326858.21
1694679087,5666710.11,9.364550E+08,3745818.94,506200.90,8.350800E+07,334031.91
1694679097,4049638.08,9.769540E+08,3757505.01,358176.83,8.709000E+07,334960.61
1694679107,4053752.08,1.017489E+09,3768476.44,361022.45,9.070000E+07,335925.81
1694679117,5108527.76,1.068574E+09,3816335.15,455402.47,9.525400E+07,340192.81
1694679127,5230874.80,1.120883E+09,3865112.60,468197.74,9.993600E+07,344606.79
1694679137,4739088.91,1.168274E+09,3894245.20,423599.01,1.041720E+08,347239.87
1694679147,3163496.74,1.199909E+09,3870672.65,279999.71,1.069720E+08,345070.83
1694679157,5120405.08,1.251113E+09,3909726.74,452800.45,1.115000E+08,348437.38
1694679167,3667702.93,1.287791E+09,3902392.50,327891.32,1.147790E+08,347814.75
1694679177,4090901.91,1.328699E+09,3907936.75,364109.07,1.184200E+08,348293.99
1694679187,4765731.12,1.376356E+09,3932445.00,426202.78,1.226820E+08,350519.94
1694679197,3896868.85,1.415325E+09,3931456.76,349997.20,1.261820E+08,350505.42
1694679207,2674097.42,1.442067E+09,3897472.82,241190.75,1.285940E+08,347550.86
1694679217,4841561.66,1.490485E+09,3922318.42,425779.04,1.328520E+08,349609.59
1694679227,2977690.74,1.520259E+09,3898099.57,264625.84,1.354980E+08,347430.73
1694679237,4504186.95,1.565301E+09,3913251.79,401198.84,1.395100E+08,348774.94
1694679247,4152694.36,1.606828E+09,3919091.86,370299.50,1.432130E+08,349299.93
1694679257,3900598.97,1.645834E+09,3918651.56,349999.91,1.467130E+08,349316.59
1694679267,4021020.59,1.686048E+09,3921032.45,361165.92,1.503250E+08,349592.18
1694679277,2287469.79,1.708921E+09,3883908.81,202715.05,1.523520E+08,346254.32
1694679287,4679314.79,1.755713E+09,3901584.06,411610.10,1.564680E+08,347706.63
1694679297,4575391.43,1.801467E+09,3916232.07,408299.23,1.605510E+08,349023.87
1694679307,3282058.36,1.834288E+09,3902738.85,292396.29,1.634750E+08,347819.01
1694679317,3167544.06,1.865963E+09,3887422.50,284303.95,1.663180E+08,346495.80
1694679327,3218994.09,1.898153E+09,3873781.08,286299.47,1.691810E+08,345267.30
1694679337,4572861.17,1.943884E+09,3887763.40,408778.65,1.732690E+08,346537.59
1694679347,2298920.06,1.966872E+09,3856611.24,203410.62,1.753030E+08,343731.33
1694679357,4462193.11,2.011494E+09,3868257.06,397299.39,1.792760E+08,344761.48
1694679367,4563709.16,2.057131E+09,3881378.77,407900.82,1.833550E+08,345952.79
1694679377,3708386.01,2.094215E+09,3878175.19,332098.75,1.866760E+08,345696.23
1694679387,2765891.16,2.121874E+09,3857951.78,244999.22,1.891260E+08,343865.37
1694679397,3617927.45,2.158053E+09,3853665.67,321102.44,1.923370E+08,343458.89
1694679407,5605076.61,2.214104E+09,3884392.30,500497.91,1.973420E+08,346213.97
1694679417,3731189.51,2.251417E+09,3881750.80,332490.15,2.006670E+08,345977.35
1694679427,3545228.82,2.286868E+09,3876047.24,317411.53,2.038410E+08,345493.20
1694679437,3763979.12,2.324508E+09,3874179.43,335498.14,2.071960E+08,345326.62
1694679447,2793111.31,2.352439E+09,3856457.07,247501.00,2.096710E+08,343722.92
1694679457,4690088.66,2.399344E+09,3869903.90,415963.52,2.138310E+08,344888.20
1694679467,4568604.30,2.445026E+09,3880993.40,409936.28,2.179300E+08,345920.61
1694679477,3195773.71,2.476984E+09,3870286.76,286797.64,2.207980E+08,344996.81
1694679487,3487527.61,2.511859E+09,3864398.20,308302.44,2.238810E+08,344432.28
1694679497,4115791.44,2.553017E+09,3868207.20,365499.24,2.275360E+08,344751.48
1694679507,4057797.38,2.593595E+09,3871036.91,359899.77,2.311350E+08,344977.58
1694679517,1658887.02,2.610184E+09,3838505.04,146898.85,2.326040E+08,342064.63
1694679527,773607.77,2.617920E+09,3794086.69,68500.69,2.332890E+08,338099.98
1694679537,0.00,2.617920E+09,3739885.19,0.00,2.332890E+08,333269.95
1694679547,0.00,2.617920E+09,3687207.09,0.00,2.332890E+08,328575.68

Summary:
loaded 2617920000 metrics in 719.938sec with 100 workers (mean rate 3636312.01 metrics/sec)
loaded 233289000 rows in 719.938sec with 100 workers (mean rate 324040.30 rows/sec)
