/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_questdb --url http://172.31.26.246:9000 --ilp-bind-to 172.31.26.246:9009 --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1660812579,558687.81,5.589000E+06,558687.81,50780.71,5.080000E+05,50780.71
1660812589,545394.75,1.104300E+07,552042.51,48599.53,9.940000E+05,49690.32
1660812599,519000.75,1.623300E+07,541030.03,46400.07,1.458000E+06,48593.72
1660812609,526896.35,2.150200E+07,537496.93,46999.67,1.928000E+06,48195.24
1660812619,515518.49,2.665700E+07,533101.72,45701.64,2.385000E+06,47696.57
1660812629,485682.43,3.151400E+07,525198.74,43298.43,2.818000E+06,46963.57
1660812639,505011.46,3.656400E+07,522315.06,45001.02,3.268000E+06,46683.23
1660812649,500526.19,4.156900E+07,519591.70,44502.33,3.713000E+06,46410.64
1660812659,523080.75,4.680000E+07,519979.37,46698.28,4.180000E+06,46442.60
1660812669,513500.66,5.193500E+07,519331.53,45800.06,4.638000E+06,46378.35
1660812679,459707.64,5.653200E+07,513911.43,41100.68,5.049000E+06,45898.58
1660812689,499510.50,6.152700E+07,512711.41,44400.93,5.493000E+06,45773.79
1660812699,498390.51,6.651100E+07,511609.81,44399.15,5.937000E+06,45668.05
1660812709,499281.22,7.150400E+07,510729.19,44498.33,6.382000E+06,45584.49
1660812719,541009.43,7.691400E+07,512747.79,48200.84,6.864000E+06,45758.91
1660812729,515602.76,8.207000E+07,512926.22,45800.24,7.322000E+06,45761.49
1660812739,518999.79,8.726000E+07,513283.48,46599.98,7.788000E+06,45810.82
1660812749,481099.71,9.207100E+07,511495.52,42699.97,8.215000E+06,45637.99
1660812759,504797.74,9.711900E+07,511143.01,44799.80,8.663000E+06,45593.88
1660812769,516619.15,1.022850E+08,511416.81,46301.72,9.126000E+06,45629.27
1660812779,418108.14,1.064660E+08,506973.69,37300.73,9.499000E+06,45232.69
1660812789,525148.82,1.117180E+08,507799.90,46795.44,9.967000E+06,45303.73
1660812799,495648.01,1.166740E+08,507271.61,44004.26,1.040700E+07,45247.23
1660812809,510575.57,1.217800E+08,507409.28,45297.83,1.086000E+07,45249.34
1660812819,509409.40,1.268740E+08,507489.28,45600.84,1.131600E+07,45263.40
1660812829,502208.40,1.318960E+08,507286.18,44600.75,1.176200E+07,45237.91
1660812839,486062.90,1.367570E+08,506500.08,43396.69,1.219600E+07,45169.72
1660812849,518501.74,1.419420E+08,506928.70,46200.15,1.265800E+07,45206.52
1660812859,494642.76,1.468880E+08,506505.09,44103.81,1.309900E+07,45168.50
1660812869,478074.52,1.516690E+08,505557.37,42497.74,1.352400E+07,45079.47
1660812879,459207.73,1.562610E+08,504062.26,41000.69,1.393400E+07,44947.90
1660812889,484605.85,1.611070E+08,503454.26,43400.52,1.436800E+07,44899.54
1660812899,522105.80,1.663280E+08,504019.45,46200.51,1.483000E+07,44938.97
1660812909,518977.24,1.715180E+08,504459.40,46397.97,1.529400E+07,44981.88
1660812919,479403.79,1.763120E+08,503743.53,42800.34,1.572200E+07,44919.55
1660812929,522081.02,1.815330E+08,504252.92,46398.31,1.618600E+07,44960.63
1660812939,502732.80,1.865600E+08,504211.84,44802.92,1.663400E+07,44956.37
1660812949,493171.06,1.914920E+08,503921.28,44197.41,1.707600E+07,44936.39
1660812959,508927.56,1.965810E+08,504049.64,45102.44,1.752700E+07,44940.65
1660812969,505089.06,2.016320E+08,504075.62,44999.03,1.797700E+07,44942.11
1660812979,437507.51,2.060070E+08,502452.05,38900.67,1.836600E+07,44794.76
1660812989,479193.52,2.107990E+08,501898.27,42999.42,1.879600E+07,44752.01
1660812999,510484.67,2.159040E+08,502097.96,45398.64,1.925000E+07,44767.05
1660813009,491812.63,2.208220E+08,501864.21,43701.12,1.968700E+07,44742.83
1660813019,487911.75,2.257010E+08,501554.17,43601.05,2.012300E+07,44717.46
1660813029,525790.01,2.309590E+08,502081.04,46899.11,2.059200E+07,44764.88
1660813039,509107.26,2.360500E+08,502230.53,45200.64,2.104400E+07,44774.16
1660813049,475207.19,2.408020E+08,501667.56,42400.64,2.146800E+07,44724.71
1660813059,525176.42,2.460540E+08,502147.35,46797.90,2.193600E+07,44767.02
1660813069,510501.24,2.511590E+08,502314.42,45600.11,2.239200E+07,44783.68
1660813079,460916.02,2.557680E+08,501502.72,40901.42,2.280100E+07,44707.56
1660813089,491785.16,2.606860E+08,501315.84,43798.68,2.323900E+07,44690.08
1660813099,518026.87,2.658660E+08,501631.13,46202.40,2.370100E+07,44718.62
1660813109,492599.98,2.707920E+08,501463.88,43900.00,2.414000E+07,44703.46
1660813119,509861.26,2.758910E+08,501616.57,45496.54,2.459500E+07,44717.88
1660813129,490721.51,2.807980E+08,501422.03,43701.92,2.503200E+07,44699.74
1660813139,504371.64,2.858420E+08,501473.78,45097.46,2.548300E+07,44706.71
1660813149,503414.14,2.908760E+08,501507.23,44601.25,2.592900E+07,44704.90
1660813159,503684.25,2.959130E+08,501544.13,44798.60,2.637700E+07,44706.48
1660813169,503904.39,3.009520E+08,501583.47,45200.39,2.682900E+07,44714.72
1660813179,477028.05,3.057220E+08,501180.95,42302.49,2.725200E+07,44675.17
1660813189,499113.65,3.107130E+08,501147.61,44501.22,2.769700E+07,44672.37
1660813199,514686.88,3.158600E+08,501362.52,45898.83,2.815600E+07,44691.84
1660813209,511371.27,3.209740E+08,501518.91,45797.43,2.861400E+07,44709.11
1660813219,496716.94,3.259410E+08,501445.04,44001.50,2.905400E+07,44698.23
1660813229,517405.61,3.311150E+08,501686.86,46100.50,2.951500E+07,44719.47
1660813239,492481.77,3.360400E+08,501549.47,43898.38,2.995400E+07,44707.22
