/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format timescaledb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format timescaledb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_timescaledb --host 172.31.30.47 --user benchant --pass benchANT2022 --db-name benchdb --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659467401,2082224.02,2.082300E+07,2082224.02,185593.23,1.856000E+06,185593.23
1659467411,1570141.28,3.652500E+07,1826182.53,139994.76,3.256000E+06,162793.99
1659467421,1835523.33,5.488000E+07,1829296.03,163702.08,4.893000E+06,163096.67
1659467431,1454122.83,6.942100E+07,1735505.27,129702.04,6.190000E+06,154748.24
1659467441,906559.73,7.848700E+07,1569711.78,80396.43,6.994000E+06,139877.48
1659467451,1332778.28,9.181500E+07,1530222.92,119398.05,8.188000E+06,136464.25
1659467461,1989366.28,1.117080E+08,1595811.96,176705.89,9.955000E+06,142212.81
1659467471,1724386.92,1.289520E+08,1611883.79,154398.83,1.149900E+07,143736.05
1659467481,1656849.27,1.455200E+08,1616879.78,147504.39,1.297400E+07,144154.74
1659467491,1873129.14,1.642510E+08,1642504.22,166702.59,1.464100E+07,146409.49
1659467501,1967043.73,1.839270E+08,1672015.30,175350.41,1.639500E+07,149041.15
1659467511,1585999.44,1.997830E+08,1664849.16,140835.47,1.780300E+07,148357.52
1659467521,1386967.96,2.136530E+08,1643473.34,124297.13,1.904600E+07,146506.69
1659467531,1926391.66,2.329160E+08,1663680.77,170908.13,2.075500E+07,148249.56
1659467541,881544.85,2.417320E+08,1611535.47,78695.08,2.154200E+07,143612.34
1659467551,870713.77,2.504390E+08,1565235.10,77901.23,2.232100E+07,139505.48
1659467561,1716713.24,2.676060E+08,1574145.47,152501.18,2.384600E+07,140269.92
1659467571,1510113.99,2.827070E+08,1570588.21,134601.25,2.519200E+07,139955.00
1659467581,1268161.44,2.953890E+08,1554670.62,114896.51,2.634100E+07,138636.10
1659467591,1929607.89,3.146840E+08,1573416.39,170609.54,2.804700E+07,140234.68
1659467601,985574.51,3.245400E+08,1545423.29,87897.73,2.892600E+07,137742.39
1659467611,1112926.92,3.356700E+08,1525763.20,99293.48,2.991900E+07,135994.60
1659467621,1392507.02,3.495940E+08,1519969.91,124209.55,3.116100E+07,135482.25
1659467631,1090999.12,3.605040E+08,1502096.16,96799.92,3.212900E+07,133870.49
1659467641,934632.10,3.698510E+08,1479396.07,83093.96,3.296000E+07,131839.29
1659467651,1588126.77,3.857310E+08,1483577.68,141511.30,3.437500E+07,132211.26
1659467661,1356144.76,3.992930E+08,1478857.76,120395.10,3.557900E+07,131773.61
1659467671,1098333.04,4.102760E+08,1465268.03,98602.97,3.656500E+07,130588.98
1659467681,955821.58,4.198340E+08,1447701.34,85201.92,3.741700E+07,129023.95
1659467691,1740603.67,4.372400E+08,1457464.71,155800.33,3.897500E+07,129916.49
1659467701,1693203.27,4.541720E+08,1465069.16,149900.29,4.047400E+07,130561.13
1659467711,946877.68,4.636410E+08,1448875.33,84998.00,4.132400E+07,129137.25
1659467721,1477796.51,4.784190E+08,1449751.73,131099.69,4.263500E+07,129196.72
1659467731,1629365.64,4.947130E+08,1455034.59,145096.94,4.408600E+07,129664.38
1659467741,1154853.45,5.062620E+08,1446457.67,103695.82,4.512300E+07,128922.39
1659467751,887913.59,5.151410E+08,1430942.84,78701.20,4.591000E+07,127527.39
1659467761,1673259.18,5.318740E+08,1437492.06,149296.36,4.740300E+07,128115.75
1659467771,1465218.26,5.465260E+08,1438221.69,129901.62,4.870200E+07,128162.75
1659467781,1621302.51,5.627380E+08,1442915.77,144309.12,5.014500E+07,128576.73
1659467791,1669125.37,5.794290E+08,1448570.91,149602.27,5.164100E+07,129102.36
1659467801,1022774.54,5.896570E+08,1438185.40,90297.75,5.254400E+07,128155.88
1659467811,1209931.79,6.017570E+08,1432750.50,108593.88,5.363000E+07,127690.10
1659467821,1725180.16,6.190090E+08,1439551.24,153498.23,5.516500E+07,128290.29
1659467831,771975.77,6.267280E+08,1424380.57,68806.75,5.585300E+07,126938.53
1659467841,1259186.35,6.393210E+08,1420709.27,113589.75,5.698900E+07,126641.86
1659467851,1813569.33,6.574550E+08,1429248.90,160014.94,5.858900E+07,127367.29
1659467861,1724662.29,6.747020E+08,1435534.42,153796.64,6.012700E+07,127929.63
1659467871,1562181.82,6.903240E+08,1438172.94,138798.38,6.151500E+07,128156.07
1659467881,1923110.83,7.095550E+08,1448069.56,171400.96,6.322900E+07,129038.61
1659467891,1586501.49,7.254210E+08,1450838.37,141391.22,6.464300E+07,129285.68
1659467901,1704080.50,7.424610E+08,1455803.66,153107.23,6.617400E+07,129752.74
1659467911,1809852.62,7.605600E+08,1462612.45,159895.81,6.777300E+07,130332.43
1659467921,2648671.80,7.870470E+08,1484991.12,236397.48,7.013700E+07,132333.68
1659467931,2396883.17,8.110150E+08,1501877.40,213407.41,7.227100E+07,133834.99
1659467941,1832997.68,8.293450E+08,1507897.77,163199.79,7.390300E+07,134368.89
1659467951,2087252.62,8.502180E+08,1518243.61,185895.78,7.576200E+07,135289.03
1659467961,2069642.07,8.709130E+08,1527916.59,184512.67,7.760700E+07,136152.55
1659467971,1714694.74,8.880610E+08,1531137.10,153490.58,7.914200E+07,136451.50
1659467981,2090168.30,9.089620E+08,1540611.88,185906.07,8.100100E+07,137289.68
1659467991,1874389.14,9.277060E+08,1546174.86,166599.03,8.266700E+07,137778.17
1659468001,1690386.33,9.446110E+08,1548539.14,150789.86,8.417500E+07,137991.49
1659468011,815255.12,9.527630E+08,1536712.79,72604.91,8.490100E+07,136936.94
1659468021,712474.03,9.598880E+08,1523629.18,65097.63,8.555200E+07,135796.60
1659468031,2486926.73,9.847560E+08,1538679.93,220211.22,8.775400E+07,137115.51
1659468041,1590705.22,1.000664E+09,1539480.36,141391.58,8.916800E+07,137181.30
1659468051,1683184.26,1.017495E+09,1541657.58,150407.53,9.067200E+07,137381.68
1659468061,1693525.47,1.034431E+09,1543924.36,151193.35,9.218400E+07,137587.84
1659468071,1820318.08,1.052633E+09,1547988.71,162010.51,9.380400E+07,137946.97
1659468081,2127882.30,1.073912E+09,1556393.03,189298.43,9.569700E+07,138691.20
1659468091,1572228.30,1.089635E+09,1556619.26,140193.61,9.709900E+07,138712.66
1659468101,1861280.44,1.108247E+09,1560910.07,165907.17,9.875800E+07,139095.67
1659468111,1642054.87,1.124668E+09,1562037.11,146995.96,1.002280E+08,139205.40
1659468121,1826611.02,1.142934E+09,1565661.39,161800.98,1.018460E+08,139514.92
1659468131,1797457.91,1.160908E+09,1568793.67,160105.16,1.034470E+08,139793.16
1659468141,1728679.83,1.178195E+09,1570925.51,154198.20,1.049890E+08,139985.23
1659468151,1674510.12,1.194941E+09,1572288.53,150591.92,1.064950E+08,140124.80
1659468161,1811662.60,1.213064E+09,1575398.36,160143.66,1.080970E+08,140384.87
1659468171,1682439.14,1.229882E+09,1576770.16,150057.01,1.095970E+08,140508.83
1659468181,1801772.18,1.247899E+09,1579618.17,160306.42,1.112000E+08,140759.42
1659468191,1636982.16,1.264269E+09,1580335.23,145298.42,1.126530E+08,140816.16
1659468201,1201222.11,1.276282E+09,1575654.52,107593.02,1.137290E+08,140405.97
1659468211,898269.52,1.285264E+09,1567394.37,80306.22,1.145320E+08,139673.10
1659468221,1011500.74,1.295379E+09,1560696.87,90000.07,1.154320E+08,139074.63
1659468231,799465.61,1.303374E+09,1551634.21,71896.91,1.161510E+08,138274.87
1659468241,1258024.81,1.315954E+09,1548180.05,111602.20,1.172670E+08,137961.08
1659468251,1851132.46,1.334466E+09,1551702.88,164793.99,1.189150E+08,138273.10
1659468261,1567048.00,1.350137E+09,1551879.26,139595.37,1.203110E+08,138288.30
1659468271,2310483.71,1.373240E+09,1560499.08,205916.37,1.223700E+08,139056.74
1659468281,1696343.72,1.390204E+09,1562025.47,152294.95,1.238930E+08,139205.48
1659468291,1650169.99,1.406705E+09,1563004.81,146806.23,1.253610E+08,139289.93
1659468301,1740159.88,1.424108E+09,1564951.73,153987.60,1.269010E+08,139451.46
1659468311,1736471.48,1.441472E+09,1566815.99,154706.37,1.284480E+08,139617.27
1659468321,1779141.69,1.459264E+09,1569099.14,159194.78,1.300400E+08,139827.78
1659468331,2085500.28,1.480119E+09,1574592.76,185700.02,1.318970E+08,140315.79
