/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format iotdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_iotdb --host 172.31.24.94 --user stackit --password PjjeGSGKUBOzG9duX0C3VtQD6BU33qoECMqY2MmF7feQx7v0j7flv3tlyeOer3lu --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
2023/09/14 09:26:16 tsbs_load_iotdb target: 172.31.24.94:6667, no timeout for session opening check. Loading with 100 workers.
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1694683586,9642856.50,9.643800E+07,9642856.50,859615.89,8.597000E+06,859615.89
1694683596,0.00,9.643800E+07,4821700.26,0.00,8.597000E+06,429832.19
1694683606,0.00,9.643800E+07,3214583.34,0.00,8.597000E+06,286565.18
1694683616,0.00,9.643800E+07,2410938.24,0.00,8.597000E+06,214923.95
1694683626,0.00,9.643800E+07,1928734.75,0.00,8.597000E+06,171937.75
1694683636,156605.85,9.800400E+07,1633392.35,14100.53,8.738000E+06,145632.65
1694683646,4679868.13,1.448020E+08,2068595.99,417206.07,1.291000E+07,184428.21
1694683656,2860499.55,1.734090E+08,2167589.84,255182.12,1.546200E+07,193272.98
1694683666,1910319.31,1.925110E+08,2139006.08,170510.65,1.716700E+07,190744.00
1694683676,1561660.47,2.081340E+08,2081250.36,139242.98,1.856000E+07,185592.01
1694683686,1806431.60,2.261910E+08,2056277.01,161465.39,2.017400E+07,183399.57
1694683696,1670907.42,2.429000E+08,2024163.08,149100.66,2.166500E+07,180541.35
1694683706,4394724.72,2.868470E+08,2206512.73,391402.20,2.557900E+07,196761.30
1694683716,5727463.84,3.441220E+08,2458010.43,510396.78,3.068300E+07,219163.94
1694683726,2469511.69,3.688170E+08,2458777.18,219001.04,3.287300E+07,219153.08
1694683736,2373592.98,3.925530E+08,2453453.16,213299.37,3.500600E+07,218787.22
1694683746,1892697.00,4.114800E+08,2420467.49,169199.73,3.669800E+07,215870.31
1694683756,2450941.79,4.359900E+08,2422160.54,217994.82,3.887800E+07,215988.34
1694683766,2767473.06,4.636640E+08,2440334.39,245906.49,4.133700E+07,217562.94
1694683776,5276419.01,5.164280E+08,2582138.00,470601.70,4.604300E+07,230214.82
1694683786,4800961.08,5.644380E+08,2687796.98,426796.54,5.031100E+07,239575.92
1694683796,2551425.83,5.899520E+08,2681598.36,227602.30,5.258700E+07,239031.67
1694683806,3182932.74,6.217820E+08,2703395.93,284094.00,5.542800E+07,240990.94
1694683816,2730553.36,6.490870E+08,2704527.47,242504.74,5.785300E+07,241054.02
1694683826,3877892.48,6.878680E+08,2751464.45,346181.47,6.131500E+07,245259.33
1694683836,2461887.13,7.124880E+08,2740326.40,219389.94,6.350900E+07,244264.31
1694683846,3553850.20,7.480230E+08,2770453.92,316631.20,6.667500E+07,246944.30
1694683856,3245203.89,7.804760E+08,2787409.75,289091.44,6.956600E+07,248449.60
1694683866,3143194.84,8.119080E+08,2799678.21,280899.54,7.237500E+07,249568.56
1694683876,3481542.46,8.467450E+08,2822420.59,309907.95,7.547600E+07,251581.07
1694683886,4423441.36,8.909570E+08,2874039.99,392899.08,7.940300E+07,256137.39
1694683896,3739307.72,9.283450E+08,2901075.91,335045.49,8.275300E+07,258602.93
1694683906,3630232.76,9.646470E+08,2923171.37,322202.91,8.597500E+07,260530.18
1694683916,3132902.56,9.959770E+08,2929340.11,279691.30,8.877200E+07,261093.76
1694683926,3139827.42,1.027375E+09,2935353.98,279302.44,9.156500E+07,261614.00
1694683936,3608477.53,1.063459E+09,2954051.44,323106.94,9.479600E+07,263322.10
1694683946,4618408.19,1.109643E+09,2999033.96,409700.73,9.889300E+07,267278.27
1694683956,3953581.51,1.149179E+09,3024153.74,353298.35,1.024260E+08,269541.97
1694683966,3042515.08,1.179604E+09,3024624.54,271101.34,1.051370E+08,269581.95
1694683976,3219780.95,1.211802E+09,3029503.48,285598.31,1.079930E+08,269982.36
1694683986,3975803.26,1.251560E+09,3052583.93,356000.29,1.115530E+08,272080.36
1694683996,4611725.40,1.297677E+09,3089706.13,410502.26,1.156580E+08,275376.10
1694684006,4083795.02,1.338515E+09,3112824.49,363199.56,1.192900E+08,277418.51
1694684016,3404182.99,1.372557E+09,3119446.31,304798.48,1.223380E+08,278040.78
1694684026,3182416.93,1.404381E+09,3120845.65,281301.50,1.251510E+08,278113.24
1694684036,3502073.71,1.439402E+09,3129133.27,313397.65,1.282850E+08,278880.30
1694684046,4368833.04,1.483090E+09,3155509.66,389602.95,1.321810E+08,281236.08
1694684056,3471469.12,1.517805E+09,3162092.20,307797.26,1.352590E+08,281789.45
1694684066,3492991.37,1.552736E+09,3168845.45,312690.28,1.383860E+08,282420.09
1694684076,2999113.62,1.582726E+09,3165450.94,267610.14,1.410620E+08,282123.91
1694684086,3201305.09,1.614739E+09,3166153.96,285800.45,1.439200E+08,282195.99
1694684096,4489803.92,1.659637E+09,3191608.74,398500.35,1.479050E+08,284432.61
1694684106,3626283.81,1.695900E+09,3199810.19,323798.55,1.511430E+08,285175.37
1694684116,3706365.94,1.732964E+09,3209190.93,328696.98,1.544300E+08,285981.33
1694684126,3150329.37,1.764467E+09,3208120.73,282902.64,1.572590E+08,285925.36
1694684136,3564994.91,1.800117E+09,3214493.49,316299.55,1.604220E+08,286467.75
1694684146,3664220.83,1.836759E+09,3222383.40,327501.86,1.636970E+08,287187.65
1694684156,3933376.81,1.876093E+09,3234641.97,349697.94,1.671940E+08,288265.42
1694684166,3674468.26,1.912840E+09,3242097.12,327179.37,1.704660E+08,288925.02
1694684176,3981101.00,1.952652E+09,3254414.13,356291.14,1.740290E+08,290047.81
1694684186,3244906.54,1.985098E+09,3254258.28,287527.16,1.769040E+08,290006.49
1694684196,3652786.97,2.021626E+09,3260686.19,326998.83,1.801740E+08,290603.14
1694684206,3951982.62,2.061146E+09,3271659.19,351598.45,1.836900E+08,291571.33
1694684216,3579404.93,2.096940E+09,3276467.71,317300.44,1.868630E+08,291973.34
1694684226,3620422.67,2.133144E+09,3281759.29,324202.03,1.901050E+08,292469.17
