/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format influx --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format influx --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_influx --urls http://172.31.21.109:8086 --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659452922,440138.36,4.402000E+06,440138.36,41994.12,4.200000E+05,41994.12
1659452932,537190.73,9.774000E+06,488661.57,45599.21,8.760000E+05,43796.56
1659452942,548011.06,1.525400E+07,508443.43,49801.01,1.374000E+06,45797.91
1659452952,540995.86,2.066400E+07,516581.30,51099.61,1.885000E+06,47123.29
1659452962,571983.35,2.638400E+07,527661.65,48398.59,2.369000E+06,47378.35
1659452972,501087.30,3.139500E+07,523232.63,45398.85,2.823000E+06,47048.44
1659452982,539204.69,3.678700E+07,525514.27,45900.40,3.282000E+06,46884.44
1659452992,518622.10,4.197300E+07,524652.80,47602.03,3.758000E+06,46974.13
1659453002,515663.49,4.713000E+07,523653.94,46796.69,4.226000E+06,46954.41
1659453012,521903.60,5.234900E+07,523478.91,45800.32,4.684000E+06,46839.01
1659453022,498189.08,5.733100E+07,521179.84,42699.06,5.111000E+06,46462.65
1659453032,497614.03,6.230700E+07,519216.11,45801.29,5.569000E+06,46407.54
1659453042,527885.30,6.758600E+07,519882.97,48498.65,6.054000E+06,46568.39
1659453052,556745.50,7.315300E+07,522515.77,46903.83,6.523000E+06,46592.35
1659453062,565170.41,7.880500E+07,525359.52,53797.18,7.061000E+06,47072.69
1659453072,520532.05,8.401000E+07,525057.83,45902.83,7.520000E+06,46999.58
1659453082,574046.92,8.975100E+07,527939.76,48395.52,8.004000E+06,47081.70
1659453092,518443.74,9.493500E+07,527412.26,48504.09,8.489000E+06,47160.72
1659453102,552692.89,1.004620E+08,528742.82,49399.36,8.983000E+06,47278.54
1659453112,578273.09,1.062450E+08,531219.42,49097.71,9.474000E+06,47369.50
1659453122,457020.46,1.108150E+08,527686.33,41701.87,9.891000E+06,47099.63
1659453132,542984.80,1.162450E+08,528381.72,49398.62,1.038500E+07,47204.13
1659453142,535883.27,1.216040E+08,528707.89,48098.50,1.086600E+07,47243.02
1659453152,580318.23,1.274070E+08,530858.23,49201.55,1.135800E+07,47324.62
1659453162,509890.23,1.325060E+08,530019.50,47799.08,1.183600E+07,47343.60
1659453172,531705.19,1.378230E+08,530084.34,46600.46,1.230200E+07,47315.02
1659453182,557709.03,1.434000E+08,531107.45,48300.78,1.278500E+07,47351.53
1659453192,513492.09,1.485350E+08,530478.32,49999.23,1.328500E+07,47446.09
1659453202,572423.79,1.542590E+08,531924.65,48202.00,1.376700E+07,47472.15
1659453212,522899.06,1.594880E+08,531623.80,47099.92,1.423800E+07,47459.74
1659453222,476303.82,1.642510E+08,529839.31,43500.35,1.467300E+07,47332.02
1659453232,584568.54,1.700970E+08,531549.68,48597.38,1.515900E+07,47371.57
1659453242,499106.11,1.750880E+08,530566.56,46700.57,1.562600E+07,47351.23
1659453252,555189.22,1.806400E+08,531290.76,51798.99,1.614400E+07,47482.05
1659453262,523240.55,1.858720E+08,531060.77,44003.41,1.658400E+07,47382.67
1659453272,564685.53,1.915190E+08,531994.81,50198.71,1.708600E+07,47460.90
1659453282,548063.67,1.970000E+08,532429.13,49796.70,1.758400E+07,47524.03
1659453292,531936.81,2.023190E+08,532416.18,44803.10,1.803200E+07,47452.43
1659453302,556510.02,2.078840E+08,533033.96,52100.94,1.855300E+07,47571.62
1659453312,473383.54,2.126180E+08,531542.65,42798.51,1.898100E+07,47452.29
1659453322,510272.72,2.177210E+08,531023.85,43297.69,1.941400E+07,47350.95
1659453332,543625.52,2.231570E+08,531323.87,50102.35,1.991500E+07,47416.46
1659453342,525999.89,2.284170E+08,531200.06,45499.99,2.037000E+07,47371.89
1659453352,570280.49,2.341200E+08,532088.28,49798.30,2.086800E+07,47427.04
1659453362,522014.84,2.393400E+08,531864.43,47001.34,2.133800E+07,47417.58
1659453372,549409.80,2.448340E+08,532245.84,50400.90,2.184200E+07,47482.43
1659453382,535889.90,2.501930E+08,532323.38,47999.10,2.232200E+07,47493.42
1659453392,552603.29,2.557190E+08,532745.87,49000.29,2.281200E+07,47524.82
1659453402,574625.60,2.614650E+08,533600.52,50902.27,2.332100E+07,47593.74
1659453412,465400.53,2.661190E+08,532236.52,42400.05,2.374500E+07,47489.87
1659453422,520667.55,2.713260E+08,532009.67,45997.13,2.420500E+07,47460.60
1659453432,519913.88,2.765250E+08,531777.06,45901.23,2.466400E+07,47430.61
1659453442,546693.38,2.819920E+08,532058.51,50999.38,2.517400E+07,47497.95
1659453452,595816.33,2.879500E+08,533239.17,49401.35,2.566800E+07,47533.19
1659453462,540964.12,2.933600E+08,533379.63,48696.77,2.615500E+07,47554.35
1659453472,533520.06,2.986950E+08,533382.14,48701.83,2.664200E+07,47574.84
1659453482,538102.64,3.040760E+08,533464.96,49400.24,2.713600E+07,47606.86
1659453492,535012.46,3.094260E+08,533491.64,46901.09,2.760500E+07,47594.70
1659453502,562669.07,3.150530E+08,533986.19,48297.34,2.808800E+07,47606.61
1659453512,452507.31,3.195780E+08,532628.24,39300.64,2.848100E+07,47468.18
1659453522,524020.12,3.248180E+08,532487.13,48001.84,2.896100E+07,47476.92
1659453532,515476.52,3.299730E+08,532212.75,46997.86,2.943100E+07,47469.20
1659453542,558324.47,3.355560E+08,532627.21,48702.13,2.991800E+07,47488.77
1659453552,565192.38,3.412080E+08,533136.04,48799.34,3.040600E+07,47509.25
1659453562,501803.10,3.462260E+08,532654.00,48700.30,3.089300E+07,47527.57
1659453572,561977.87,3.518460E+08,533098.32,47898.11,3.137200E+07,47533.18
1659453582,520390.30,3.570500E+08,532908.64,47799.11,3.185000E+07,47537.15
1659453592,550525.90,3.625550E+08,533167.71,48702.29,3.233700E+07,47554.29
1659453602,436175.44,3.669170E+08,531761.95,39797.76,3.273500E+07,47441.87
1659453612,617360.69,3.730900E+08,532984.66,51805.09,3.325300E+07,47504.19
1659453622,491583.23,3.780060E+08,532401.53,47398.38,3.372700E+07,47502.70
1659453632,557571.61,3.835820E+08,532751.13,46797.62,3.419500E+07,47492.91
