time,measurement,field,value,application,batchId,configurationId,executionCounter,host,interface,projectId,userId
2026-08-12 10:13:40+00:00,net,bytes_recv,4308311141,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:13:50+00:00,net,bytes_recv,4308661466,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:00+00:00,net,bytes_recv,4309278518,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:10+00:00,net,bytes_recv,4310833912,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:20+00:00,net,bytes_recv,4314997433,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:30+00:00,net,bytes_recv,4328374627,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:40+00:00,net,bytes_recv,4373991499,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:50+00:00,net,bytes_recv,4580551197,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:00+00:00,net,bytes_recv,4926152906,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:10+00:00,net,bytes_recv,5278564287,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:20+00:00,net,bytes_recv,5624259108,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:30+00:00,net,bytes_recv,5983104490,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:40+00:00,net,bytes_recv,6339698671,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:50+00:00,net,bytes_recv,6692773151,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:00+00:00,net,bytes_recv,7030652843,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:10+00:00,net,bytes_recv,7374165478,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:20+00:00,net,bytes_recv,7719045575,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:30+00:00,net,bytes_recv,8057855022,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:40+00:00,net,bytes_recv,8394083151,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:50+00:00,net,bytes_recv,8737622454,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:00+00:00,net,bytes_recv,9081230530,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:10+00:00,net,bytes_recv,9427988855,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:20+00:00,net,bytes_recv,9763256520,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:30+00:00,net,bytes_recv,10106804140,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:40+00:00,net,bytes_recv,10438117100,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:50+00:00,net,bytes_recv,10761350987,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:00+00:00,net,bytes_recv,11099632417,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:10+00:00,net,bytes_recv,11435727453,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:20+00:00,net,bytes_recv,11755819548,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:30+00:00,net,bytes_recv,12090256665,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:40+00:00,net,bytes_recv,12413338446,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:50+00:00,net,bytes_recv,12744159529,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:00+00:00,net,bytes_recv,13071647070,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:10+00:00,net,bytes_recv,13404422950,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:20+00:00,net,bytes_recv,13726681988,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:30+00:00,net,bytes_recv,14046251976,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:40+00:00,net,bytes_recv,14374581931,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:19:50+00:00,net,bytes_recv,14696544403,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:00+00:00,net,bytes_recv,15032055817,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:10+00:00,net,bytes_recv,15367643586,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:20+00:00,net,bytes_recv,15691731524,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:30+00:00,net,bytes_recv,15995242755,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:40+00:00,net,bytes_recv,16299257003,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:20:50+00:00,net,bytes_recv,16611579468,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:00+00:00,net,bytes_recv,16920916805,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:10+00:00,net,bytes_recv,17224673605,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:20+00:00,net,bytes_recv,17528857427,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:30+00:00,net,bytes_recv,17820431847,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:40+00:00,net,bytes_recv,18116358239,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:21:50+00:00,net,bytes_recv,18418534769,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:00+00:00,net,bytes_recv,18720039378,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:10+00:00,net,bytes_recv,19016460863,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:20+00:00,net,bytes_recv,19315882170,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:30+00:00,net,bytes_recv,19620226410,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:40+00:00,net,bytes_recv,19913280351,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:22:50+00:00,net,bytes_recv,20211328614,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:00+00:00,net,bytes_recv,20501693081,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:10+00:00,net,bytes_recv,20796768942,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:20+00:00,net,bytes_recv,21091971556,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:30+00:00,net,bytes_recv,21383725814,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:40+00:00,net,bytes_recv,21675824559,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:23:50+00:00,net,bytes_recv,21965934802,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:00+00:00,net,bytes_recv,22251768930,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:10+00:00,net,bytes_recv,22530404370,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:20+00:00,net,bytes_recv,22824772981,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:30+00:00,net,bytes_recv,23113945370,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:40+00:00,net,bytes_recv,23385071981,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:24:50+00:00,net,bytes_recv,23661970528,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:00+00:00,net,bytes_recv,23933877687,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:10+00:00,net,bytes_recv,24211739212,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:20+00:00,net,bytes_recv,24496381056,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:30+00:00,net,bytes_recv,24772066195,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:40+00:00,net,bytes_recv,25045662888,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:25:50+00:00,net,bytes_recv,25315666458,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:26:00+00:00,net,bytes_recv,25572989651,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:26:10+00:00,net,bytes_recv,25828401739,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:26:20+00:00,net,bytes_recv,25957574248,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:13:40+00:00,net,bytes_sent,2700480414,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:13:50+00:00,net,bytes_sent,2700828036,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:00+00:00,net,bytes_sent,2701466909,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:10+00:00,net,bytes_sent,2702984482,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:20+00:00,net,bytes_sent,2707275781,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:30+00:00,net,bytes_sent,2720596298,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:40+00:00,net,bytes_sent,2764982628,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:14:50+00:00,net,bytes_sent,2948398284,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:00+00:00,net,bytes_sent,3263641744,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:10+00:00,net,bytes_sent,3605750884,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:20+00:00,net,bytes_sent,3941281081,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:30+00:00,net,bytes_sent,4292580304,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:40+00:00,net,bytes_sent,4642755354,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:15:50+00:00,net,bytes_sent,4985094211,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:00+00:00,net,bytes_sent,5312453779,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:10+00:00,net,bytes_sent,5644857738,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:20+00:00,net,bytes_sent,5978895281,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:30+00:00,net,bytes_sent,6307266871,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:40+00:00,net,bytes_sent,6634462499,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:16:50+00:00,net,bytes_sent,6968674059,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:00+00:00,net,bytes_sent,7302389493,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:10+00:00,net,bytes_sent,7639353826,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:20+00:00,net,bytes_sent,7967564767,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:30+00:00,net,bytes_sent,8303492522,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:40+00:00,net,bytes_sent,8628260574,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:17:50+00:00,net,bytes_sent,8944548715,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:00+00:00,net,bytes_sent,9275337730,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:10+00:00,net,bytes_sent,9603925421,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
2026-08-12 10:18:20+00:00,net,bytes_sent,9917853522,dbms,08-2026,couchbase-802-vanilla-ce-medium-medium-aws,1,ip-172-31-22-87,ens5,ranking,benchANT
