/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_questdb --url http://172.31.29.140:9000 --ilp-bind-to 172.31.29.140:9009 --batch-size 1000 --seed 123 --workers 100 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659468956,1843936.38,1.850200E+07,1843936.38,165537.69,1.661000E+06,165537.69
1659468966,1652400.98,3.502700E+07,1748328.19,147091.19,3.132000E+06,156329.80
1659468976,1641687.83,5.144300E+07,1712823.58,146507.84,4.597000E+06,153059.70
1659468986,1563103.16,6.707400E+07,1675425.35,139200.28,5.989000E+06,149597.79
1659468996,1663501.85,8.370900E+07,1673042.28,148100.16,7.470000E+06,149298.47
1659469006,1660177.05,1.003120E+08,1670899.15,148089.03,8.951000E+06,149097.00
1659469016,1592933.82,1.162410E+08,1659766.98,141803.01,1.036900E+07,148055.54
1659469026,1626752.66,1.325090E+08,1655641.86,144995.78,1.181900E+07,147673.22
1659469036,1636971.76,1.488780E+08,1653568.29,145906.40,1.327800E+07,147476.99
1659469046,1610495.95,1.649830E+08,1649262.53,143599.64,1.471400E+07,147089.39
1659469056,1636123.97,1.813450E+08,1648068.43,145793.22,1.617200E+07,146971.59
1659469066,1612165.08,1.974650E+08,1645077.64,143614.71,1.760800E+07,146691.96
1659469076,1574297.77,2.132080E+08,1639634.44,140199.80,1.901000E+07,146192.69
1659469086,1580758.42,2.290170E+08,1635429.68,140987.37,2.042000E+07,145820.94
1659469096,1558518.07,2.446020E+08,1630303.48,138701.61,2.180700E+07,145346.43
1659469106,1536951.06,2.599710E+08,1624470.40,137004.55,2.317700E+07,144825.19
1659469116,1550663.98,2.754770E+08,1620129.89,138305.71,2.456000E+07,144441.79
1659469126,1585588.33,2.913340E+08,1618211.15,141290.05,2.597300E+07,144266.71
1659469136,1571605.88,3.070500E+08,1615758.70,140000.52,2.737300E+07,144042.22
1659469146,1594529.10,3.229950E+08,1614697.42,142002.59,2.879300E+07,143940.26
1659469156,1533480.57,3.383300E+08,1610830.54,136598.27,3.015900E+07,143590.69
1659469166,1586682.68,3.541970E+08,1609733.07,141398.46,3.157300E+07,143491.06
1659469176,1571601.51,3.699120E+08,1608075.52,140209.06,3.297500E+07,143348.39
1659469186,1592717.58,3.858390E+08,1607435.71,141901.57,3.439400E+07,143288.12
1659469196,1607316.78,4.019130E+08,1607430.95,143292.58,3.582700E+07,143288.30
1659469206,1553851.30,4.174520E+08,1605370.41,138395.66,3.721100E+07,143100.14
1659469216,1490917.45,4.323610E+08,1601132.00,132701.55,3.853800E+07,142715.06
1659469226,1577262.21,4.481340E+08,1600279.59,140596.63,3.994400E+07,142639.41
1659469236,1504948.77,4.631830E+08,1596992.82,134104.35,4.128500E+07,142345.14
1659469246,1599447.15,4.791780E+08,1597074.62,142695.28,4.271200E+07,142356.81
1659469256,1641993.02,4.955970E+08,1598523.36,146108.28,4.417300E+07,142477.80
1659469266,1579967.73,5.113970E+08,1597943.55,140997.12,4.558300E+07,142431.54
1659469276,1535195.28,5.267490E+08,1596042.28,136799.58,4.695100E+07,142260.89
1659469286,1574955.00,5.424980E+08,1595422.15,140304.90,4.835400E+07,142203.37
1659469296,1608185.56,5.585800E+08,1595786.79,143298.71,4.978700E+07,142234.66
1659469306,1540718.47,5.739870E+08,1594257.27,137201.64,5.115900E+07,142094.87
1659469316,1613591.79,5.901230E+08,1594779.78,143699.27,5.259600E+07,142138.23
1659469326,1590309.03,6.060270E+08,1594662.14,141891.88,5.401500E+07,142131.75
1659469336,1522905.29,6.212550E+08,1592822.50,135609.38,5.537100E+07,141964.53
1659469346,1534496.46,6.366000E+08,1591364.47,136699.68,5.673800E+07,141832.92
1659469356,1599489.28,6.525950E+08,1591562.62,142699.04,5.816500E+07,141854.04
1659469366,1542221.11,6.680180E+08,1590387.86,137292.98,5.953800E+07,141745.45
1659469376,1576192.48,6.837800E+08,1590057.76,140499.33,6.094300E+07,141716.47
1659469386,1585141.03,6.996310E+08,1589946.03,141203.65,6.235500E+07,141704.82
1659469396,1529647.69,7.149280E+08,1588606.13,136395.34,6.371900E+07,141586.84
1659469406,1581791.96,7.307450E+08,1588458.01,140908.19,6.512800E+07,141572.09
1659469416,1526840.64,7.460130E+08,1587147.13,136103.62,6.648900E+07,141455.75
1659469426,1562383.56,7.616380E+08,1586631.22,139089.63,6.788000E+07,141406.45
1659469436,1523435.84,7.768720E+08,1585341.64,135703.19,6.923700E+07,141290.07
1659469446,1508851.64,7.919600E+08,1583812.00,134604.61,7.058300E+07,141156.37
1659469456,1555355.16,8.075140E+08,1583254.04,138596.00,7.196900E+07,141106.17
1659469466,1558421.99,8.230990E+08,1582776.51,138893.05,7.335800E+07,141063.61
1659469476,1552332.73,8.386220E+08,1582202.15,138302.92,7.474100E+07,141011.53
1659469486,1493909.24,8.535610E+08,1580567.21,133100.82,7.607200E+07,140865.05
1659469496,1513059.89,8.686910E+08,1579339.93,134705.33,7.741900E+07,140753.06
1659469506,1591704.86,8.846080E+08,1579560.72,142000.43,7.883900E+07,140775.34
1659469516,1573244.78,9.003410E+08,1579449.92,140195.08,8.024100E+07,140765.16
1659469526,1525832.66,9.155990E+08,1578525.56,136002.91,8.160100E+07,140683.05
1659469536,1542865.57,9.310280E+08,1577921.17,137396.93,8.297500E+07,140627.36
1659469546,1605405.14,9.470810E+08,1578379.18,143009.37,8.440500E+07,140667.05
1659469556,1570012.25,9.627820E+08,1578242.02,139992.18,8.580500E+07,140655.99
1659469566,1511025.80,9.778920E+08,1577157.96,134602.30,8.715100E+07,140558.36
1659469576,1588081.84,9.937730E+08,1577331.35,141598.38,8.856700E+07,140574.87
1659469586,1592056.61,1.009694E+09,1577561.43,141696.14,8.998400E+07,140592.38
1659469596,1490088.76,1.024594E+09,1576215.84,132907.92,9.131300E+07,140474.18
1659469606,1563917.49,1.040233E+09,1576029.52,139401.56,9.270700E+07,140457.92
1659469616,1582655.12,1.056060E+09,1576128.41,140896.00,9.411600E+07,140464.46
1659469626,1556907.57,1.071629E+09,1575845.76,138800.68,9.550400E+07,140440.00
1659469636,1546748.65,1.087097E+09,1575424.07,137895.42,9.688300E+07,140403.12
1659469646,1557019.74,1.102667E+09,1575161.17,138701.76,9.827000E+07,140378.82
1659469656,1502588.52,1.117693E+09,1574139.06,133898.98,9.960900E+07,140287.55
1659469666,1567745.00,1.133371E+09,1574050.26,139695.10,1.010060E+08,140279.33
1659469676,1621588.68,1.149586E+09,1574701.40,144407.90,1.024500E+08,140335.88
1659469686,1553016.75,1.165116E+09,1574408.38,138301.49,1.038330E+08,140308.39
1659469696,1511925.64,1.180235E+09,1573575.33,134902.29,1.051820E+08,140236.31
1659469706,1613368.69,1.196370E+09,1574098.95,143588.31,1.066180E+08,140280.42
1659469716,1598267.11,1.212352E+09,1574412.79,142505.98,1.080430E+08,140309.32
1659469726,297601.63,1.215328E+09,1558044.23,26300.14,1.083060E+08,138847.73
1659469736,13999.32,1.215468E+09,1538499.27,1399.93,1.083200E+08,137107.88
1659469746,1362053.37,1.229088E+09,1536293.87,121304.75,1.095330E+08,136910.36
1659469756,1615959.17,1.245248E+09,1537277.38,143996.36,1.109730E+08,136997.84
1659469766,1615280.02,1.261401E+09,1538228.60,143898.22,1.124120E+08,137081.99
1659469776,1586501.28,1.277265E+09,1538810.14,141409.03,1.138260E+08,137134.11
1659469786,1645512.21,1.293721E+09,1540080.42,146592.18,1.152920E+08,137246.71
1659469796,1636239.10,1.310083E+09,1541211.62,145803.48,1.167500E+08,137347.37
1659469806,1589343.95,1.325977E+09,1541771.30,141795.00,1.181680E+08,137399.09
1659469816,1642752.96,1.342403E+09,1542931.85,146213.61,1.196300E+08,137500.39
1659469826,1648503.08,1.358888E+09,1544131.48,147000.27,1.211000E+08,137608.34
1659469836,1576365.31,1.374652E+09,1544493.65,140496.91,1.225050E+08,137640.80
1659469846,1652568.03,1.391179E+09,1545694.53,147088.25,1.239760E+08,137745.77
1659469856,1652471.47,1.407702E+09,1546867.73,147415.30,1.254500E+08,137852.02
1659469866,1541204.03,1.423115E+09,1546806.17,137291.45,1.268230E+08,137845.92
1659469876,1559406.47,1.438709E+09,1546941.65,139000.58,1.282130E+08,137858.34
1659469886,1558560.69,1.454294E+09,1547065.25,138705.40,1.296000E+08,137867.35
1659469896,1491688.52,1.469211E+09,1546482.35,133098.98,1.309310E+08,137817.16
1659469906,1585689.14,1.485068E+09,1546890.75,141299.03,1.323440E+08,137853.42
1659469916,1575523.68,1.500824E+09,1547185.93,140393.20,1.337480E+08,137879.61
1659469926,1575725.08,1.516580E+09,1547477.12,140411.15,1.351520E+08,137905.44
1659469936,1480671.36,1.531387E+09,1546802.32,131897.45,1.364710E+08,137844.75
1659469946,1564861.11,1.547036E+09,1546982.91,139396.54,1.378650E+08,137860.27
1659469956,1598110.21,1.563017E+09,1547489.10,142500.91,1.392900E+08,137906.21
1659469966,1476928.59,1.577786E+09,1546797.37,131602.55,1.406060E+08,137844.42
1659469976,1604273.66,1.593829E+09,1547355.38,142997.65,1.420360E+08,137894.45
1659469986,1592002.68,1.609750E+09,1547784.69,141691.34,1.434530E+08,137930.96
1659469996,1497914.47,1.624728E+09,1547309.79,133610.21,1.447890E+08,137889.81
1659470006,1547560.17,1.640204E+09,1547312.15,137896.45,1.461680E+08,137889.87
1659470016,1584037.74,1.656045E+09,1547655.38,141194.45,1.475800E+08,137920.76
1659470026,1510640.53,1.671151E+09,1547312.67,134403.61,1.489240E+08,137888.19
1659470036,1581692.70,1.686967E+09,1547628.06,141108.27,1.503350E+08,137917.73
1659470046,1563862.59,1.702606E+09,1547775.64,139396.67,1.517290E+08,137931.18
1659470056,1561000.48,1.718217E+09,1547894.79,138891.14,1.531180E+08,137939.83
1659470066,1500781.94,1.733225E+09,1547474.15,133898.39,1.544570E+08,137903.74
1659470076,1600019.90,1.749224E+09,1547939.10,142410.67,1.558810E+08,137943.62
1659470086,1600148.41,1.765226E+09,1548397.08,142795.40,1.573090E+08,137986.18
1659470096,1516558.81,1.780392E+09,1548120.23,135096.33,1.586600E+08,137961.05
1659470106,1559527.99,1.795987E+09,1548218.57,138802.49,1.600480E+08,137968.31
1659470116,1566155.37,1.811649E+09,1548371.87,139596.02,1.614440E+08,137982.22
1659470126,1520377.15,1.826852E+09,1548134.65,135606.88,1.628000E+08,137962.09
1659470136,1559419.41,1.842447E+09,1548229.48,138792.83,1.641880E+08,137969.07
1659470146,1534313.63,1.857789E+09,1548113.53,136710.12,1.655550E+08,137958.58
1659470156,1535097.33,1.873141E+09,1548005.95,136790.85,1.669230E+08,137948.93
1659470166,1510289.19,1.888244E+09,1547696.80,134799.04,1.682710E+08,137923.11
1659470176,1545386.32,1.903697E+09,1547678.02,137707.69,1.696480E+08,137921.36
1659470186,1592050.05,1.919618E+09,1548035.86,141695.55,1.710650E+08,137951.80
1659470196,1504292.84,1.934660E+09,1547685.95,134008.27,1.724050E+08,137920.25
1659470206,1571473.67,1.950375E+09,1547874.74,140197.65,1.738070E+08,137938.33
1659470216,1585642.65,1.966232E+09,1548172.12,141294.89,1.752200E+08,137964.76
1659470226,1497898.36,1.981211E+09,1547779.37,133299.85,1.765530E+08,137928.31
1659470236,1557848.81,1.996789E+09,1547857.42,138904.35,1.779420E+08,137935.88
1659470246,1563015.34,2.012420E+09,1547974.03,139192.46,1.793340E+08,137945.55
1659470256,1501908.80,2.027438E+09,1547622.42,134009.71,1.806740E+08,137915.50
1659470266,1570213.92,2.043141E+09,1547793.57,139792.34,1.820720E+08,137929.72
1659470276,1566890.02,2.058809E+09,1547937.14,139708.03,1.834690E+08,137943.09
1659470286,1543208.49,2.074242E+09,1547901.85,137391.85,1.848430E+08,137938.98
1659470296,1495566.26,2.089197E+09,1547514.21,133305.91,1.861760E+08,137904.66
1659470306,1556585.83,2.104764E+09,1547580.91,138789.82,1.875640E+08,137911.17
1659470316,1584450.73,2.120608E+09,1547850.02,141104.52,1.889750E+08,137934.48
1659470326,1490058.03,2.135508E+09,1547431.27,132905.18,1.903040E+08,137898.04
1659470336,1545229.73,2.150961E+09,1547415.43,137693.74,1.916810E+08,137896.57
1659470346,1555386.42,2.166515E+09,1547472.36,138598.79,1.930670E+08,137901.58
1659470356,1509753.21,2.181612E+09,1547204.87,134404.74,1.944110E+08,137876.78
1659470366,1514317.75,2.196755E+09,1546973.27,134901.58,1.957600E+08,137855.83
1659470376,1547223.11,2.212228E+09,1546975.02,137993.14,1.971400E+08,137856.79
1659470386,1462607.90,2.226853E+09,1546389.20,130209.61,1.984420E+08,137803.69
1659470396,1569094.91,2.242545E+09,1546545.79,139990.62,1.998420E+08,137818.77
1659470406,1550694.04,2.258052E+09,1546574.21,137999.47,2.012220E+08,137820.01
1659470416,1546360.91,2.273515E+09,1546572.76,137805.43,2.026000E+08,137819.91
1659470426,1486672.08,2.288382E+09,1546168.02,132597.51,2.039260E+08,137784.63
1659470436,1575611.82,2.304138E+09,1546365.63,140401.05,2.053300E+08,137802.19
1659470446,1557732.01,2.319716E+09,1546441.40,138893.94,2.067190E+08,137809.46
1659470456,1504933.22,2.334765E+09,1546166.53,134102.96,2.080600E+08,137784.92
1659470466,1577262.83,2.350537E+09,1546371.10,140505.60,2.094650E+08,137802.82
1659470476,1541228.98,2.365950E+09,1546337.49,137293.67,2.108380E+08,137799.49
1659470486,1507376.64,2.381023E+09,1546084.51,134406.83,2.121820E+08,137777.46
1659470496,1575653.17,2.396779E+09,1546275.27,140404.74,2.135860E+08,137794.41
1659470506,1584901.67,2.412629E+09,1546522.88,141191.24,2.149980E+08,137816.19
