/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format timescaledb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format timescaledb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_timescaledb --host 172.31.27.136 --user benchant --pass benchANT2022 --db-name benchdb --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659447332,1236838.18,1.236900E+07,1236838.18,110394.48,1.104000E+06,110394.48
1659447342,1184543.20,2.421500E+07,1210690.72,105594.94,2.160000E+06,107994.71
1659447352,1077025.08,3.498500E+07,1166137.65,95902.23,3.119000E+06,103964.08
1659447362,759893.68,4.258400E+07,1064577.92,67699.44,3.796000E+06,94898.03
1659447372,1169192.65,5.427600E+07,1085500.62,104199.34,4.838000E+06,96758.27
1659447382,1121052.13,6.548700E+07,1091426.00,99895.73,5.837000E+06,97281.19
1659447392,922222.15,7.470900E+07,1067254.97,82301.98,6.660000E+06,95141.39
1659447402,996726.24,8.467600E+07,1058439.20,88702.33,7.547000E+06,94336.54
1659447412,1061522.81,9.529100E+07,1058781.82,94602.03,8.493000E+06,94366.04
1659447422,955675.50,1.048480E+08,1048471.01,84997.82,9.343000E+06,93429.20
1659447432,826533.56,1.131130E+08,1028295.78,73903.00,1.008200E+07,91654.17
1659447442,1344929.18,1.265630E+08,1054683.07,119593.70,1.127800E+07,93982.57
1659447452,1174445.03,1.383080E+08,1063895.86,104795.09,1.232600E+07,94814.33
1659447462,1061253.99,1.489200E+08,1063707.16,94604.81,1.327200E+07,94799.37
1659447472,1291001.20,1.618300E+08,1078859.99,115000.11,1.442200E+07,96146.07
1659447482,1042643.76,1.722560E+08,1076596.58,93103.91,1.535300E+07,95955.95
1659447492,1254300.31,1.847990E+08,1087049.71,111600.03,1.646900E+07,96876.18
1659447502,1086198.52,1.956610E+08,1087002.42,96899.87,1.743800E+07,96877.50
1659447512,1265118.84,2.083160E+08,1096379.62,112666.06,1.856500E+07,97708.71
1659447522,1066437.85,2.189780E+08,1094882.87,94821.15,1.951300E+07,97564.36
1659447532,1023366.38,2.292110E+08,1091477.56,91405.93,2.042700E+07,97271.13
1659447542,1332046.81,2.425320E+08,1102412.91,119395.23,2.162100E+07,98276.80
1659447552,1081568.92,2.533470E+08,1101506.71,95606.09,2.257700E+07,98160.69
1659447562,1147404.54,2.648220E+08,1103419.26,102091.51,2.359800E+07,98324.49
1659447572,1252442.66,2.773460E+08,1109379.98,111603.80,2.471400E+07,98855.64
1659447582,1005255.40,2.873990E+08,1105375.03,89796.02,2.561200E+07,98507.18
1659447592,1046749.93,2.978660E+08,1103203.84,93104.44,2.654300E+07,98307.09
1659447602,741129.15,3.052770E+08,1090273.13,66202.60,2.720500E+07,97160.55
1659447612,1256927.30,3.178470E+08,1096020.14,111793.53,2.832300E+07,97665.16
1659447622,789623.98,3.257430E+08,1085807.27,71302.17,2.903600E+07,96786.42
1659447632,1321270.24,3.389560E+08,1093402.99,116797.37,3.020400E+07,97431.95
1659447642,900278.29,3.479620E+08,1087365.78,80271.32,3.100700E+07,96895.50
1659447652,939594.03,3.573550E+08,1082889.27,83726.20,3.184400E+07,96496.55
1659447662,888842.04,3.662430E+08,1077182.28,79203.75,3.263600E+07,95987.97
1659447672,961653.11,3.758600E+08,1073881.30,85795.82,3.349400E+07,95696.75
1659447682,1189646.84,3.877560E+08,1077096.87,105904.17,3.455300E+07,95980.28
1659447692,935370.07,3.971100E+08,1073266.31,83497.33,3.538800E+07,95642.89
1659447702,1290292.01,4.100130E+08,1078977.53,114999.29,3.653800E+07,96152.27
1659447712,924785.16,4.192600E+08,1075024.25,82207.57,3.736000E+07,95794.75
1659447722,1064302.96,4.299030E+08,1074756.21,94900.26,3.830900E+07,95772.39
1659447732,1003899.80,4.399420E+08,1073028.01,89799.98,3.920700E+07,95626.72
1659447742,1337908.94,4.533210E+08,1079334.65,118900.79,4.039600E+07,96180.86
1659447752,1039919.39,4.637210E+08,1078417.95,92692.81,4.132300E+07,96099.73
1659447762,1069296.12,4.744140E+08,1078210.63,95199.65,4.227500E+07,96079.28
1659447772,1075944.95,4.851730E+08,1078160.29,96004.01,4.323500E+07,96077.61
1659447782,1119629.28,4.963700E+08,1079061.84,100293.66,4.423800E+07,96169.26
1659447792,1038686.11,5.067560E+08,1078202.86,92007.63,4.515800E+07,96080.73
1659447802,1174707.99,5.185030E+08,1080213.36,104700.71,4.620500E+07,96260.31
1659447812,1288061.32,5.313840E+08,1084455.28,114696.56,4.735200E+07,96636.57
1659447822,1140669.79,5.427910E+08,1085579.60,101597.31,4.836800E+07,96735.79
1659447832,1129466.26,5.540860E+08,1086440.14,100596.99,4.937400E+07,96811.50
1659447842,1387617.54,5.679620E+08,1092231.93,123801.56,5.061200E+07,97330.53
1659447852,1023254.78,5.781940E+08,1090930.54,91204.88,5.152400E+07,97214.96
1659447862,1267267.12,5.908670E+08,1094196.11,112797.07,5.265200E+07,97503.52
1659447872,1406063.67,6.049280E+08,1099866.57,125396.76,5.390600E+07,98010.68
1659447882,1100686.52,6.159340E+08,1099881.21,98107.71,5.488700E+07,98012.42
1659447892,1179650.69,6.277310E+08,1101280.73,104995.61,5.593700E+07,98134.93
1659447902,1376651.06,6.414980E+08,1106028.65,122795.63,5.716500E+07,98560.13
1659447912,1345215.12,6.549490E+08,1110082.31,120710.33,5.837200E+07,98935.53
1659447922,1310541.28,6.680550E+08,1113423.44,115894.81,5.953100E+07,99218.19
1659447932,1406407.18,6.821190E+08,1118226.42,125700.64,6.078800E+07,99652.33
1659447942,1398987.05,6.961090E+08,1122754.85,124198.85,6.203000E+07,100048.24
1659447952,1307180.05,7.091810E+08,1125682.28,117198.21,6.320200E+07,100320.47
1659447962,1292198.12,7.221030E+08,1128284.09,114599.83,6.434800E+07,100543.59
1659447972,1316612.20,7.352690E+08,1131181.41,117801.09,6.552600E+07,100809.08
1659447982,1277544.15,7.480440E+08,1133398.95,113503.92,6.666100E+07,101001.42
1659447992,1310923.19,7.611530E+08,1136048.52,116702.06,6.782800E+07,101235.76
