/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format questdb --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_questdb --url http://172.31.28.140:9000 --ilp-bind-to 172.31.28.140:9009 --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659382960,913422.04,9.137000E+06,913422.04,83174.69,8.320000E+05,83174.69
1659382970,838347.96,1.752000E+07,875891.79,74704.27,1.579000E+06,78940.25
1659382980,832975.83,2.585000E+07,861587.37,74097.85,2.320000E+06,77326.22
1659382990,790804.55,3.375800E+07,843892.96,70600.41,3.026000E+06,75644.89
1659383000,807169.94,4.183000E+07,836548.54,71897.32,3.745000E+06,74895.39
1659383010,808024.15,4.991000E+07,831794.83,72002.15,4.465000E+06,74413.22
1659383020,795009.73,5.786000E+07,826540.08,70700.87,5.172000E+06,73882.91
1659383030,803875.50,6.589900E+07,823707.03,71797.81,5.890000E+06,73622.28
1659383040,807984.75,7.397900E+07,821960.14,71998.64,6.610000E+06,73441.88
1659383050,828274.94,8.226100E+07,822591.55,73806.68,7.348000E+06,73478.35
1659383060,834265.78,9.060400E+07,823652.86,74296.95,8.091000E+06,73552.77
1659383070,839191.91,9.899600E+07,824947.76,74799.28,8.839000E+06,73656.65
1659383080,826701.95,1.072630E+08,825082.70,73600.17,9.575000E+06,73652.30
1659383090,827471.53,1.155380E+08,825253.33,73697.46,1.031200E+07,73655.53
1659383100,838300.40,1.239210E+08,826123.12,74700.04,1.105900E+07,73725.16
1659383110,836652.34,1.322870E+08,826781.14,74504.66,1.180400E+07,73773.87
1659383120,818090.20,1.404680E+08,826269.91,72899.13,1.253300E+07,73722.42
1659383130,800287.28,1.484710E+08,824826.43,71398.86,1.324700E+07,73593.33
1659383140,802466.62,1.564960E+08,823649.57,71597.02,1.396300E+07,73488.26
1659383150,802750.01,1.645230E+08,822604.67,71404.45,1.467700E+07,73384.08
