time,measurement,field,value,application,batchId,configurationId,executionCounter,host,name,projectId,userId
2026-08-12 14:00:20+00:00,diskio,io_time,70,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop0,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,26,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop1,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,314,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop2,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop3,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,85228,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,101923,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p1,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,77,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p14,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,115,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p15,ranking,benchANT
2026-08-12 14:00:20+00:00,diskio,io_time,116,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p16,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,70,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop0,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,26,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop1,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,314,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop2,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop3,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,85406,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,102114,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p1,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,77,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p14,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,115,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p15,ranking,benchANT
2026-08-12 14:00:30+00:00,diskio,io_time,116,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p16,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,70,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop0,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,26,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop1,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,314,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop2,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop3,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,85406,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,102114,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p1,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,77,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p14,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,115,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p15,ranking,benchANT
2026-08-12 14:00:40+00:00,diskio,io_time,116,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p16,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,70,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop0,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,26,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop1,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,314,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop2,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop3,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,85546,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,102268,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p1,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,77,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p14,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,115,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p15,ranking,benchANT
2026-08-12 14:00:50+00:00,diskio,io_time,116,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,nvme0n1p16,ranking,benchANT
2026-08-12 14:01:00+00:00,diskio,io_time,70,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop0,ranking,benchANT
2026-08-12 14:01:00+00:00,diskio,io_time,26,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop1,ranking,benchANT
2026-08-12 14:01:00+00:00,diskio,io_time,314,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop2,ranking,benchANT
2026-08-12 14:01:00+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ee-large-large-aws,1,ip-172-31-25-249,loop3,ranking,benchANT
