time,measurement,field,value,application,batchId,configurationId,device,executionCounter,fstype,host,mode,path,projectId,userId
2026-08-12 08:58:50+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:58:50+00:00,disk,free,95472377856.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:58:50+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:58:50+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:00+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:00+00:00,disk,free,95471058944.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:00+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:00+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:10+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:10+00:00,disk,free,95467094016.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:10+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:10+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:20+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:20+00:00,disk,free,95454191616.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:20+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:20+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:30+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:30+00:00,disk,free,95415263232.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:30+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:30+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:40+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:40+00:00,disk,free,95349927936.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:40+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:40+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 08:59:50+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 08:59:50+00:00,disk,free,95183040512.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 08:59:50+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 08:59:50+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 09:00:00+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:00:00+00:00,disk,free,94830714880.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 09:00:00+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 09:00:00+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 09:00:10+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:00:10+00:00,disk,free,94485172224.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 09:00:10+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 09:00:10+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 09:00:20+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:00:20+00:00,disk,free,94128713728.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 09:00:20+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
2026-08-12 09:00:20+00:00,disk,free,760246272.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p16,1,ext4,ip-172-31-29-164,rw,/boot,ranking,benchANT
2026-08-12 09:00:30+00:00,disk,free,122815.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,efivarfs,1,efivarfs,ip-172-31-29-164,rw,/sys/firmware/efi/efivars,ranking,benchANT
2026-08-12 09:00:30+00:00,disk,free,93763948544.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p1,1,ext4,ip-172-31-29-164,rw,/,ranking,benchANT
2026-08-12 09:00:30+00:00,disk,free,102995968.0,dbms,08-2026,couchbase-802-vanilla-ce-small-medium-aws,nvme0n1p15,1,vfat,ip-172-31-29-164,rw,/boot/efi,ranking,benchANT
