time,measurement,field,value,application,batchId,configurationId,executionCounter,host,name,projectId,userId
2026-08-12 11:20:00+00:00,diskio,io_time,67,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop0,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,21,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop1,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,337,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop2,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop3,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,85655,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,105170,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p1,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,88,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p14,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,131,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p15,ranking,benchANT
2026-08-12 11:20:00+00:00,diskio,io_time,143,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p16,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,67,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop0,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,21,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop1,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,337,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop2,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop3,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,85877,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,105408,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p1,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,88,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p14,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,131,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p15,ranking,benchANT
2026-08-12 11:20:10+00:00,diskio,io_time,143,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p16,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,67,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop0,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,21,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop1,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,337,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop2,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop3,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,85878,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,105409,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p1,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,88,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p14,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,131,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p15,ranking,benchANT
2026-08-12 11:20:20+00:00,diskio,io_time,143,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,nvme0n1p16,ranking,benchANT
2026-08-12 11:20:30+00:00,diskio,io_time,67,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop0,ranking,benchANT
2026-08-12 11:20:30+00:00,diskio,io_time,21,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop1,ranking,benchANT
2026-08-12 11:20:30+00:00,diskio,io_time,337,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop2,ranking,benchANT
2026-08-12 11:20:30+00:00,diskio,io_time,0,dbms,08-2026,couchbase-802-vanilla-ce-large-large-aws,1,ip-172-31-19-161,loop3,ranking,benchANT
