/binary/tsbs/bin/tsbs_generate_queries --queries 100000 --query-type single-groupby-1-1-1 --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format influx --file /binary/tsbs/bin/queries && /binary/tsbs/bin/tsbs_generate_data --scale 1000 --seed 123 --timestamp-end 2022-07-28T00:00:00Z --timestamp-start 2022-07-25T00:00:00Z --use-case devops --format influx --file /binary/tsbs/bin/data && /binary/tsbs/bin/tsbs_load_influx --urls http://172.31.30.96:8086 --batch-size 1000 --seed 123 --workers 50 --file /binary/tsbs/bin/data
time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1659428223,211675.74,2.119000E+06,211675.74,21876.82,2.190000E+05,21876.82
1659428233,294574.67,5.065000E+06,253105.04,23797.95,4.570000E+05,22836.92
1659428243,255198.19,7.617000E+06,253802.49,24299.83,7.000000E+05,23324.37
1659428253,249006.41,1.010700E+07,252603.84,21600.56,9.160000E+05,22893.55
1659428263,247100.94,1.257800E+07,251503.51,22800.09,1.144000E+06,22874.86
1659428273,313695.76,1.571500E+07,261867.06,25899.65,1.403000E+06,23378.90
1659428283,258208.65,1.829700E+07,261344.53,25200.84,1.655000E+06,23639.13
1659428293,242587.75,2.072300E+07,259000.16,20398.97,1.859000E+06,23234.15
1659428303,292303.13,2.364600E+07,262699.98,25300.27,2.112000E+06,23463.69
1659428313,277601.21,2.642200E+07,264189.92,24500.11,2.357000E+06,23567.32
1659428323,237601.08,2.879800E+07,261773.02,22500.10,2.582000E+06,23470.31
1659428333,277822.80,3.157600E+07,263110.27,24802.04,2.830000E+06,23581.27
1659428343,280293.06,3.437900E+07,264431.95,24099.40,3.071000E+06,23621.12
1659428353,230397.63,3.668300E+07,262001.09,21899.77,3.290000E+06,23498.18
1659428363,248189.37,3.916500E+07,261080.34,20499.12,3.495000E+06,23298.25
1659428373,231116.64,4.147600E+07,259207.86,22401.61,3.719000E+06,23242.21
1659428383,297974.68,4.445600E+07,261488.31,25397.84,3.973000E+06,23369.02
1659428393,246816.88,4.692400E+07,260673.33,22501.54,4.198000E+06,23320.83
1659428403,296887.42,4.989300E+07,262579.30,25098.94,4.449000E+06,23414.41
1659428413,264700.35,5.254000E+07,262685.35,25000.03,4.699000E+06,23493.69
1659428423,279593.46,5.533600E+07,263490.47,23799.44,4.937000E+06,23508.25
1659428433,236201.63,5.769800E+07,262250.14,23200.16,5.169000E+06,23494.25
1659428443,277596.66,6.047400E+07,262917.36,24399.71,5.413000E+06,23533.61
1659428453,295926.07,6.343300E+07,264292.54,25002.20,5.663000E+06,23594.80
1659428463,246380.09,6.589700E+07,263576.02,23198.13,5.895000E+06,23578.93
